Player,Sim,1,2,3,4,5
Jon Leuer,,2.7,2.0,1.4,1.3,0.2
Sam Mack,91.1,2.8,1.9,1.3,1.1,0.3
Joey Graham,89.1,3.0,2.2,1.3,1.1,0.3
Steve Kuberski,88.9,2.6,1.7,1.7,1.2,0.2
Brady Walker,87.5,2.8,1.9,1.2,1.0,
Mark Madsen,86.3,2.7,1.9,1.1,1.1,0.8
Quincy Acy,86.3,2.5,1.7,1.5,1.1,
Shellie McMillon,85.3,2.5,2.2,1.7,1.7,
Willie Burton,85.2,2.6,2.1,2.0,1.6,0.1
Ronald Thomas,84.5,2.7,2.0,1.8,0.8,
Derek Strong,84.2,2.4,2.1,1.9,1.5,0.0
