Player,Sim,1,2,3,4,5,6,7
Jon Leuer,,2.7,2.0,1.4,1.3,0.2,,
Sam Mack,89.8,2.8,1.9,1.3,1.1,0.3,0.0,-0.1
Wesley Johnson,89.2,2.6,1.9,1.7,1.3,0.6,0.0,
Joey Graham,88.6,3.0,2.2,1.3,1.1,0.3,0.0,
Brady Walker,87.5,2.8,1.9,1.2,1.0,,,
Quincy Acy,86.3,2.5,1.7,1.5,1.1,,,
Shellie McMillon,85.3,2.5,2.2,1.7,1.7,,,
Ronald Thomas,84.5,2.7,2.0,1.8,0.8,,,
Kenny Williams,82.0,2.7,2.4,1.6,0.7,,,
James Hardy,81.9,2.5,1.8,1.3,0.7,,,
Mark Alarie,81.8,3.1,2.2,1.5,0.9,0.6,,
