Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,23,MEM,NBA,PF,5,0,11,3.3,6.5,.500,0.0,0.0,,3.3,6.5,.500,0.0,0.0,,6.5,3.3,9.8,0.0,3.3,3.3,0.0,3.3,6.5
2013-14,24,MEM,NBA,PF,3,0,23,4.7,11.0,.429,1.6,3.1,.500,3.1,7.8,.400,3.1,3.1,1.000,3.1,9.4,12.5,3.1,1.6,0.0,0.0,3.1,14.1
2014-15,25,MEM,NBA,PF,4,0,9,8.0,16.0,.500,0.0,0.0,,8.0,16.0,.500,0.0,0.0,,8.0,12.0,20.0,0.0,0.0,0.0,0.0,4.0,16.0
