Season,Team,Lg,Salary
2012-13,Orlando Magic,NBA,"$1,731,960"
2013-14,Orlando Magic,NBA,"$1,809,840"
2014-15,Orlando Magic,NBA,"$1,887,840"
2015-16,Portland Trail Blazers,NBA,"$2,894,059"
