Player,Sim,1,2,3,4,5,6
Maurice Harkless,,2.9,2.8,2.4,0.3,,
Arnie Ferrin,90.1,2.6,2.6,2.4,,,
Mike Jackson,89.2,3.4,3.1,2.4,0.2,,
Mike Scott,88.7,3.2,2.7,2.6,0.9,,
Mickey Davis,86.0,3.4,2.6,2.3,0.4,0.3,-0.1
Cal Christensen,85.9,3.2,2.9,1.7,0.4,0.0,
Walter Berry,84.3,3.4,2.4,2.3,,,
Sam Williams,83.9,3.7,2.7,2.6,-0.1,,
Tyrone Nesby,81.1,3.1,2.9,1.3,0.3,,
Bruce Seals,80.4,2.9,2.4,1.6,0.6,0.3,
Renaldo Balkman,80.4,2.8,2.6,1.3,0.3,0.1,0.0
