Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,23,BOS,NBA,PF,61,1376,.487,8.1,.975,.499,.101,.121,.254,.025,.491,.633,.278,.442,.322,.333,.712,.042,14,.667,.556,.400,0,0
2006-07,24,BOS,NBA,PF,73,2275,.467,12.4,.942,.284,.083,.142,.433,.058,.473,.629,.267,.417,.428,.381,.708,.004,3,1.000,.381,.438,0,0
2007-08,25,MIN,NBA,PF,82,2434,.457,13.5,.791,.249,.112,.142,.288,.209,.491,.587,.479,.451,.433,.330,.661,.020,16,.966,.341,.377,3,0
2008-09,26,MIN,NBA,SF,82,2614,.431,15.0,.707,.208,.084,.137,.278,.293,.456,.611,.232,.368,.450,.372,.618,.007,7,.991,.396,.398,6,0
2009-10,27,MIN,NBA,SF,76,2210,.447,15.5,.728,.169,.094,.149,.316,.272,.475,.540,.362,.450,.485,.372,.664,.003,2,.986,.241,.417,3,0
2010-11,28,LAC,NBA,SF,76,2095,.410,18.1,.582,.129,.059,.075,.319,.418,.459,.615,.433,.368,.422,.341,.763,.004,2,.986,.545,.374,2,0
2011-12,29,LAC,NBA,SF,32,425,.326,17.7,.695,.116,.063,.095,.421,.305,.409,.545,.667,.333,.350,.138,.926,.000,0,1.000,.621,.167,1,0
2013-14,31,OKC,NBA,SF,5,34,.375,16.9,.750,.000,.125,.250,.375,.250,.500,,1.000,.500,.333,.000,1.000,.000,0,,1.000,.000,0,0
