Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Steve Blake,,5.8,3.8,3.3,2.8,2.4,2.1,2.1,1.8,1.8,1.1,1.0,0.7,0.3
Eric Piatkowski,85.9,5.5,4.5,3.9,3.6,2.3,2.3,2.3,2.3,2.0,1.2,0.9,0.1,0.0
Vernon Maxwell,84.6,5.9,3.9,3.9,3.5,2.8,1.9,1.6,1.5,0.9,0.8,0.8,0.0,0.0
Darrell Walker,83.4,6.3,3.8,3.7,2.9,2.8,2.4,2.3,2.1,0.8,0.2,,,
George McCloud,83.4,5.8,3.8,3.3,3.2,2.6,2.4,2.3,1.4,0.9,0.1,-0.4,-0.7,
Gerald Henderson,83.4,6.2,5.3,3.7,3.6,2.9,2.3,2.2,1.7,1.3,1.2,1.1,0.5,0.0
Larry Hughes,82.8,7.7,3.9,3.8,3.7,2.4,2.4,2.1,1.8,1.8,1.7,0.7,0.6,-0.5
Bill Hanzlik,82.7,4.7,4.1,3.5,2.9,2.4,2.2,1.9,1.3,1.0,0.7,,,
Bimbo Coles,80.4,5.7,5.0,3.2,3.0,2.8,2.7,2.3,1.1,0.9,0.5,0.4,0.0,0.0
Scott Brooks,80.3,4.6,3.3,2.9,2.7,2.6,2.1,1.9,1.6,1.0,0.7,,,
Hubert Davis,80.2,5.6,4.8,4.2,3.4,2.5,2.2,1.7,1.6,1.2,0.5,0.1,-0.1,
