Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2014-15,22,MIA,NBA,SG,32,603,12.0,.506,.287,.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17.0,,0.1,0.7,0.8,.060,,-1.8,0.7,-1.1,0.1
2015-16,23,MIA,NBA,SG,36,863,13.8,.579,.292,.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,,1.2,0.9,2.0,.113,,0.4,0.0,0.4,0.5
2016-17,24,MIA,NBA,PG,42,1291,15.9,.525,.310,.295,2.1,13.1,7.5,16.3,2.0,1.9,7.0,20.7,,1.6,1.7,3.3,.124,,0.6,1.1,1.6,1.2
