Season,Team,Lg,Salary
2012-13,Memphis Grizzlies,NBA,"$61,290"
2014-15,Utah Jazz,NBA,"$166,897"
2014-15,Milwaukee Bucks,NBA,"$107,674"
2015-16,Utah Jazz,NBA,"$981,348"
