Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,21,VAN,NBA,PF,80,1312,.451,6.1,.988,.440,.316,.139,.094,.012,.457,.631,.336,.277,.313,.000,.732,.198,57,,.000,,0,0
2001-02,22,MEM,NBA,PF,68,1805,.480,5.4,.995,.489,.273,.131,.101,.005,.482,.639,.323,.363,.306,.000,.662,.216,112,,.000,,0,0
2002-03,23,MEM,NBA,PF,67,1478,.481,4.8,.996,.558,.241,.110,.086,.004,.483,.597,.373,.259,.333,.000,.604,.213,91,,.500,.000,0,0
2003-04,24,MEM,NBA,PF,77,1528,.469,7.2,.993,.433,.240,.100,.221,.007,.471,.534,.445,.246,.476,.250,.697,.165,78,1.000,.250,1.000,1,0
2004-05,25,MEM,NBA,PF,60,1279,.449,6.2,.992,.469,.252,.133,.137,.008,.452,.620,.325,.292,.269,.000,.648,.207,85,,.250,.000,2,0
2005-06,26,HOU,NBA,C,66,1344,.491,5.5,.996,.517,.236,.107,.135,.004,.493,.599,.343,.388,.435,.000,.596,.175,68,,1.000,.000,0,0
2006-07,27,MEM,NBA,C,54,1029,.465,6.3,.986,.483,.275,.087,.142,.014,.472,.581,.358,.333,.408,.000,.553,.162,48,,.000,,1,0
2007-08,28,TOT,NBA,PF,56,844,.509,6.3,.992,.517,.181,.125,.170,.008,.513,.635,.500,.333,.289,.000,.719,.208,48,,.000,,1,0
2007-08,28,MEM,NBA,PF,35,549,.525,5.7,.989,.531,.215,.130,.113,.011,.531,.670,.500,.261,.250,.000,.688,.181,29,,.000,,1,0
2007-08,28,NJN,NBA,PF,21,295,.477,7.5,1.000,.489,.114,.114,.284,.000,.477,.558,.500,.500,.320,,.786,.261,19,,,,0,0
2008-09,29,TOT,NBA,PF,19,185,.429,6.3,.982,.464,.268,.071,.179,.018,.418,.538,.400,.000,.300,1.000,.826,.179,9,1.000,1.000,1.000,0,0
2008-09,29,NJN,NBA,PF,6,64,.600,4.5,1.000,.667,.133,.067,.133,.000,.600,.500,1.000,.000,1.000,,1.000,.200,3,,,,0,0
2008-09,29,PHO,NBA,PF,13,121,.366,7.0,.976,.390,.317,.073,.195,.024,.350,.563,.308,.000,.125,1.000,.714,.171,6,1.000,1.000,1.000,0,0
