Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,21,VAN,NBA,PF,80,1312,,,,62%,38%,-5.2,+1.3,17,28,19,72,,11,,64,63,13,41
2001-02,22,MEM,NBA,PF,68,1805,,,10%,68%,22%,-9.1,-1.6,39,43,40,89,,21,,108,134,27,66
2002-03,23,MEM,NBA,PF,67,1478,,,5%,79%,15%,-2.6,+1.5,31,39,29,78,,12,,96,112,21,48
2003-04,24,MEM,NBA,PF,77,1528,,,,62%,38%,+3.2,+0.7,43,28,17,103,,8,,86,110,22,40
2004-05,25,MEM,NBA,PF,60,1279,,,,66%,34%,+1.8,-1.7,30,28,32,103,,19,,98,100,16,54
2005-06,26,HOU,NBA,C,66,1344,,,1%,70%,30%,-3.9,-3.7,27,29,35,98,,23,,53,104,22,36
2006-07,27,MEM,NBA,C,54,1029,,,,32%,68%,-10.0,-5.9,17,22,30,82,,17,,39,59,12,28
2007-08,28,TOT,NBA,PF,56,844,,,,65%,35%,-6.3,-0.1,12,16,23,0,,0,,57,0,9,21
2007-08,28,MEM,NBA,PF,35,549,,,,65%,35%,-5.9,+0.9,10,15,14,31,,11,,49,38,7,15
2007-08,28,NJN,NBA,PF,21,295,,,,65%,35%,-7.1,-1.5,2,1,9,27,,4,,8,13,2,6
2008-09,29,TOT,NBA,PF,19,185,,,,63%,37%,-2.5,-2.3,2,6,8,0,,0,,8,0,2,5
2008-09,29,NJN,NBA,PF,6,64,,,,89%,10%,-3.3,-0.6,1,2,4,7,,2,,2,5,1,1
2008-09,29,PHO,NBA,PF,13,121,,,,49%,51%,-1.9,-4.1,1,4,4,18,,2,,6,7,1,4
