Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,22,GSW,NBA,SG,50,1846,15%,76%,10%,,,-6.7,+5.5,65,53,34,73,,10,,478,106,14,63
2001-02,23,GSW,NBA,SG,73,2049,53%,47%,,,,-5.7,+0.4,87,52,32,66,,16,,671,111,27,73
2002-03,24,WAS,NBA,PG,67,2137,70%,29%,1%,,,-1.1,-0.1,71,39,26,63,,15,,429,90,25,51
2003-04,25,WAS,NBA,SG,61,2061,1%,89%,10%,,,-5.1,+1.8,69,51,32,55,,21,,324,151,27,75
2004-05,26,WAS,NBA,SG,61,2358,2%,84%,14%,,,+2.2,+6.2,69,42,42,59,,26,,637,187,42,91
2005-06,27,CLE,NBA,SG,36,1281,1%,86%,13%,,,+1.3,-1.9,42,23,34,55,,19,,295,84,16,47
2006-07,28,CLE,NBA,SG,70,2596,27%,65%,8%,,,+4.7,+0.7,67,46,41,75,,20,,564,147,39,70
2007-08,29,TOT,NBA,PG-SG,68,2020,33%,61%,6%,,,-4.3,-3.6,63,28,25,0,,0,,400,0,9,55
2007-08,29,CLE,NBA,PG,40,1210,53%,42%,4%,,,-4.4,-6.3,36,19,17,54,,10,,204,44,6,36
2007-08,29,CHI,NBA,SG,28,810,4%,88%,7%,1%,,-4.2,-1.3,27,9,8,18,,5,,196,30,3,19
2008-09,30,TOT,NBA,SF-SG,55,1479,3%,60%,37%,,,-5.6,-5.1,36,21,14,0,,0,,271,0,8,34
2008-09,30,CHI,NBA,SF,30,792,2%,44%,54%,,,-4.0,-4.9,21,10,5,27,,2,,131,34,4,19
2008-09,30,NYK,NBA,SG,25,687,4%,78%,17%,,,-7.3,-5.6,15,11,9,20,,4,,140,27,4,15
2009-10,31,TOT,NBA,SG,45,1115,10%,87%,3%,,,-2.8,-1.8,39,16,20,0,,0,,305,0,11,24
2009-10,31,NYK,NBA,SG,31,820,12%,85%,3%,,,-2.6,+1.5,29,11,16,25,,4,,240,37,8,15
2009-10,31,CHA,NBA,SG,14,295,3%,94%,3%,,,-3.2,-5.2,10,5,4,6,,1,,65,14,3,9
2011-12,33,ORL,NBA,PG,9,114,68%,18%,14%,,,-27.1,-29.1,6,2,4,5,,2,,16,1,0,1
