Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,21,GSW,NBA,PG,53,748,62%,37%,1%,,,+6.3,+8.7,16,9,15,47,,5,,64,29,4,12
2004-05,22,GSW,NBA,SF,67,1340,6%,22%,72%,,,-0.5,+2.9,37,26,29,59,,11,,193,89,20,21
2005-06,23,GSW,NBA,SF,52,1179,3%,20%,76%,1%,,-6.2,-6.3,22,25,31,49,,15,,105,57,11,31
2006-07,24,GSW,NBA,SF,72,1937,1%,33%,65%,2%,,-4.0,-6.8,28,27,50,123,,13,,143,98,22,29
2007-08,25,GSW,NBA,SF,66,1316,,10%,77%,13%,,+1.6,-0.6,12,8,28,110,,7,,110,40,5,18
2008-09,26,ORL,NBA,SG,54,1329,,44%,56%,,,+5.9,-2.9,13,10,33,59,,10,,153,50,13,26
2009-10,27,ORL,NBA,SF,75,1687,,9%,91%,1%,,+4.4,-6.8,25,12,32,62,,9,,122,51,14,16
2010-11,28,TOT,NBA,SG-SF,57,1107,,70%,30%,,,+0.1,-2.8,15,11,13,0,,0,,77,0,4,11
2010-11,28,ORL,NBA,SF,19,418,,24%,76%,,,+3.5,-2.9,5,5,4,17,,1,,26,1,0,3
2010-11,28,PHO,NBA,SG,38,689,,97%,2%,,,-1.9,-1.2,10,6,9,32,,2,,51,20,4,8
2011-12,29,BOS,NBA,SG,42,921,,38%,59%,3%,,+2.2,-1.1,13,7,13,36,,1,,55,8,1,10
2012-13,30,TOR,NBA,SF,19,386,,3%,93%,3%,,-3.4,-2.0,11,3,2,15,,0,3,22,9,2,5
