Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,24,GSW,NBA,SF,11,209,.347,16.0,.449,.286,.020,.020,.122,.551,.455,.571,1.000,.000,.167,.259,.800,.082,4,1.000,.778,.190,0,0
2008-09,26,ORL,NBA,SG,24,618,.483,16.2,.448,.259,.057,.046,.086,.552,.603,.756,.300,.125,.600,.385,.617,.063,10,.838,.563,.370,0,0
2009-10,27,ORL,NBA,SF,14,282,.438,22.6,.238,.088,.013,.000,.138,.763,.368,.571,1.000,,.182,.459,.571,.038,3,.929,.426,.538,2,0
2011-12,29,BOS,NBA,SG,20,393,.329,19.9,.260,.151,.027,.014,.068,.740,.632,.909,.000,.000,.400,.222,.500,.068,4,.833,.556,.233,0,0
