Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,21,GSW,NBA,PG,53,22,748,4.6,11.1,.416,1.7,5.1,.333,2.9,6.1,.484,2.5,3.6,.693,2.3,3.4,5.7,1.3,1.5,0.6,1.9,4.8,13.4
2004-05,22,GSW,NBA,SF,67,3,1340,5.7,13.5,.427,1.8,5.2,.344,3.9,8.2,.480,3.8,5.4,.698,1.7,3.3,5.1,2.2,1.2,0.5,2.5,3.7,17.1
2005-06,23,GSW,NBA,SF,52,18,1179,5.2,12.8,.404,1.7,5.4,.318,3.5,7.4,.467,2.7,4.4,.608,1.8,3.2,5.0,1.3,1.0,0.3,2.4,4.0,14.7
2006-07,24,GSW,NBA,SF,72,38,1937,5.3,10.9,.488,1.7,4.5,.388,3.6,6.4,.558,2.5,3.9,.648,1.5,4.6,6.1,1.2,0.9,1.0,2.0,4.1,14.9
2007-08,25,GSW,NBA,SF,66,16,1316,4.7,10.6,.439,1.8,5.0,.361,2.8,5.6,.510,1.8,2.7,.673,1.8,4.8,6.6,1.3,1.8,1.2,1.3,5.5,12.9
2008-09,26,ORL,NBA,SG,54,25,1329,4.8,11.5,.413,2.2,6.0,.359,2.6,5.5,.473,2.1,3.0,.709,1.2,3.6,4.8,1.8,0.8,0.7,1.5,3.4,13.8
2009-10,27,ORL,NBA,SF,75,24,1687,5.0,11.5,.432,2.5,6.5,.379,2.5,5.0,.502,1.5,2.3,.633,0.8,3.8,4.6,1.0,1.1,0.7,1.5,2.9,13.9
2010-11,28,TOT,NBA,SG-SF,57,4,1107,4.7,11.9,.392,2.8,7.7,.360,1.9,4.2,.450,1.3,1.9,.684,0.5,3.6,4.1,1.1,0.9,0.7,1.3,3.3,13.3
2010-11,28,ORL,NBA,SF,19,0,418,3.9,9.9,.391,2.9,7.5,.391,0.9,2.4,.393,0.3,0.5,.500,0.5,3.8,4.3,0.9,0.9,0.3,1.2,3.0,10.9
2010-11,28,PHO,NBA,SG,38,4,689,5.1,13.1,.392,2.7,7.8,.342,2.5,5.3,.465,1.9,2.7,.706,0.5,3.5,4.0,1.2,1.0,0.9,1.3,3.4,14.8
2011-12,29,BOS,NBA,SG,42,6,921,4.1,10.6,.385,2.4,7.1,.335,1.7,3.4,.489,0.8,1.2,.645,0.7,4.4,5.1,1.0,0.8,0.4,1.3,3.2,11.3
2012-13,30,TOR,NBA,SF,19,16,386,3.2,9.1,.347,1.9,6.0,.313,1.3,3.2,.412,1.1,1.7,.667,0.5,2.9,3.4,0.8,1.1,0.6,1.5,3.1,9.3
