Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,23,ATL,NBA,SG,82,3089,25%,75%,,,,-5.6,+1.1,142,62,35,87,,9,,853,111,21,87
2001-02,24,ATL,NBA,SG,78,2967,48%,52%,,,,-3.8,+4.4,113,47,21,72,,8,,954,116,16,65
2002-03,25,ATL,NBA,PG,81,3081,97%,3%,,,,-2.9,+3.9,151,59,39,66,,15,,1290,95,9,46
2003-04,26,ATL,NBA,PG,81,3018,99%,1%,,,,-4.1,+2.7,132,59,38,65,,14,,957,83,20,50
2004-05,27,DAL,NBA,PG,80,2401,95%,5%,,,,+9.6,+8.7,91,29,27,57,,15,,949,60,18,43
2005-06,28,DAL,NBA,PG,80,2798,93%,7%,,,,+8.5,+6.5,76,34,25,70,,9,,667,74,19,60
2006-07,29,DAL,NBA,SG,81,2846,41%,59%,,,,+10.3,+7.7,80,39,33,70,,15,,942,81,22,30
2007-08,30,DAL,NBA,SG,82,2579,43%,57%,,,,+5.6,+1.2,58,17,17,66,,8,,596,84,19,43
2008-09,31,DAL,NBA,SG,74,2491,3%,97%,,,,+2.9,+1.2,61,38,20,58,,10,,568,83,20,44
2009-10,32,DAL,NBA,SG,77,2540,,99%,1%,,,+3.1,+0.7,60,24,25,61,,8,,672,95,17,45
2010-11,33,DAL,NBA,SG,82,2564,,99%,,,,+5.9,+3.2,98,41,28,57,,10,,762,76,18,55
2011-12,34,DAL,NBA,SG,63,2000,7%,93%,,,,+0.2,-2.8,78,35,14,29,,7,,512,36,8,34
2012-13,35,BOS,NBA,SG,79,2124,37%,63%,,,,-0.6,-0.2,66,18,18,46,,8,5,442,37,5,16
2013-14,36,BRK,NBA,PG,35,570,100%,,,,,-6.1,-6.3,18,5,4,16,0,1,2,128,8,4,6
2014-15,37,HOU,NBA,SG,77,1641,83%,17%,,,,+3.3,-0.5,47,15,12,50,2,5,2,345,14,5,7
2015-16,38,HOU,NBA,SG,72,1258,60%,40%,1%,,,-0.9,-1.5,29,15,5,44,0,2,11,249,9,4,4
2016-17,39,MIL,NBA,SG,42,712,71%,29%,,,,+3.8,+6.0,0,12,4,21,2,4,2,134,4,1,4
