Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,27,DAL,NBA,PG,13,501,.506,15.3,.656,.181,.138,.119,.219,.344,.514,.517,.591,.474,.486,.491,.130,.000,0,.593,.218,.333,0,0
2005-06,28,DAL,NBA,PG,22,844,.442,14.6,.726,.187,.103,.198,.238,.274,.493,.536,.500,.466,.477,.307,.311,.027,9,.903,.287,.310,0,0
2006-07,29,DAL,NBA,SG,6,229,.424,15.3,.652,.217,.098,.163,.174,.348,.500,.600,.556,.333,.500,.281,.267,.000,0,.889,.250,.250,1,0
2007-08,30,DAL,NBA,SG,5,180,.433,16.7,.467,.217,.000,.133,.117,.533,.429,.615,,.125,.429,.438,.583,.033,2,.929,.313,.300,0,0
2008-09,31,DAL,NBA,SG,10,325,.389,18.3,.532,.095,.111,.095,.230,.468,.403,.333,.500,.333,.414,.373,.370,.000,0,.818,.254,.467,1,0
2009-10,32,DAL,NBA,SG,6,174,.377,17.2,.565,.116,.101,.174,.174,.435,.359,.375,.429,.500,.167,.400,.714,.000,0,.833,.433,.538,1,0
2010-11,33,DAL,NBA,SG,21,684,.478,16.4,.646,.112,.123,.164,.246,.354,.497,.633,.515,.477,.439,.442,.512,.011,3,.881,.368,.514,0,0
2011-12,34,DAL,NBA,SG,4,139,.455,18.0,.545,.091,.114,.136,.205,.455,.417,.750,.800,.333,.111,.500,.300,.000,0,.900,.100,1.000,0,0
2012-13,35,BOS,NBA,SG,6,189,.444,19.9,.370,.111,.056,.093,.111,.630,.450,.500,.333,.600,.333,.441,.667,.000,0,.800,.176,.500,1,0
2014-15,37,HOU,NBA,SG,17,487,.425,19.2,.388,.090,.082,.097,.119,.612,.538,.667,.545,.462,.500,.354,.464,.000,0,.966,.402,.303,0,0
2015-16,38,HOU,NBA,SG,5,124,.342,18.9,.500,.132,.105,.079,.184,.500,.368,.400,.250,.667,.286,.316,.429,.000,0,1.000,.158,.667,1,0
