Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,27,DAL,NBA,PG,13,13,501,81,160,.506,27,55,.491,54,105,.514,.591,38,43,.884,9,45,54,60,17,7,30,28,227
2005-06,28,DAL,NBA,PG,22,22,844,163,369,.442,31,101,.307,132,268,.493,.484,59,71,.831,12,52,64,83,26,1,44,55,416
2006-07,29,DAL,NBA,SG,6,6,229,39,92,.424,9,32,.281,30,60,.500,.473,15,18,.833,3,11,14,22,5,2,17,12,102
2007-08,30,DAL,NBA,SG,5,3,180,26,60,.433,14,32,.438,12,28,.429,.550,13,15,.867,1,7,8,24,2,1,5,15,79
2008-09,31,DAL,NBA,SG,10,1,325,49,126,.389,22,59,.373,27,67,.403,.476,23,30,.767,6,22,28,19,6,3,16,18,143
2009-10,32,DAL,NBA,SG,6,0,174,26,69,.377,12,30,.400,14,39,.359,.464,12,16,.750,2,13,15,12,4,1,6,16,76
2010-11,33,DAL,NBA,SG,21,0,684,128,268,.478,42,95,.442,86,173,.497,.556,70,83,.843,6,34,40,67,26,3,32,44,368
2011-12,34,DAL,NBA,SG,4,1,139,20,44,.455,10,20,.500,10,24,.417,.568,5,8,.625,1,8,9,15,1,0,8,11,55
2012-13,35,BOS,NBA,SG,6,1,189,24,54,.444,15,34,.441,9,20,.450,.583,9,11,.818,0,13,13,12,4,2,5,9,72
2014-15,37,HOU,NBA,SG,17,17,487,57,134,.425,29,82,.354,28,52,.538,.534,13,16,.813,6,32,38,48,15,2,20,46,156
2015-16,38,HOU,NBA,SG,5,0,124,13,38,.342,6,19,.316,7,19,.368,.421,3,3,1.000,1,10,11,6,2,1,3,13,35
