Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,21,CHI,NBA,PG,1,0,15:25,4,8,.500,0,0,,0,0,,0,0,4,3,0,1,0,8
2010-11,22,CHI,NBA,PG,1,1,29:56,5,13,.385,0,1,.000,1,2,.500,1,3,5,1,0,1,0,11
2011-12,23,CHI,NBA,PG,1,1,18:17,6,8,.750,2,2,1.000,0,0,,1,1,3,0,0,2,1,14
