Player,Sim,1,2,3,4,5,6,7,8,9,10
Derrick Rose,,13.1,6.0,6.0,4.9,1.2,0.4,-0.2,,,
Brandon Roy,80.2,13.5,9.1,8.0,4.8,2.1,0.0,,,,
Kyrie Irving,77.0,10.4,6.7,5.3,5.0,4.1,,,,,
Mike Riordan,76.0,11.1,7.0,6.1,3.8,2.1,1.7,1.7,-0.1,-0.1,
Kemba Walker,74.3,9.9,5.1,4.8,4.5,0.3,,,,,
Jimmy Butler,73.7,11.2,9.1,7.1,7.0,1.1,,,,,
Micheal Williams,73.7,9.0,7.6,5.7,5.6,0.7,0.3,0.0,-0.1,-0.1,-0.2
Isaiah Thomas,72.9,9.7,7.7,6.1,5.0,4.3,,,,,
Josh Childress,72.2,7.6,5.7,5.5,4.6,1.4,0.9,0.1,0.0,,
Klay Thompson,71.5,8.8,8.0,6.7,4.3,1.7,,,,,
John Logan,71.3,9.2,8.3,5.2,4.3,1.0,,,,,
