Total Rebounds
2003-04 NBA 851 (6th)
2009-10 NBA 950 (2nd)
2010-11 NBA 914 (4th)
2012-13 NBA 854 (6th)
2013-14 NBA 795 (7th)
2014-15 NBA 747 (8th)
Active 9585 (5th)
Career NBA 9585 (43rd)
Career 9585 (48th)
