Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,20,POR,NBA,PF,41,238,,,,76%,24%,-3.3,-7.3,5,3,7,9,,5,,30,14,5,13
2002-03,21,POR,NBA,PF,77,1301,,,,64%,35%,-4.1,-10.5,14,21,27,49,,12,,87,73,16,75
2003-04,22,POR,NBA,PF,81,3067,,,,68%,32%,-1.3,+1.2,68,93,86,77,,47,,360,184,46,121
2004-05,23,POR,NBA,PF,46,1603,,,,39%,61%,-3.9,+1.3,41,33,38,45,,20,,197,98,18,58
2005-06,24,POR,NBA,PF,74,2545,,,,76%,24%,-10.5,+1.5,49,54,62,70,,31,,341,146,39,92
2006-07,25,POR,NBA,PF,68,2425,,,,85%,15%,-3.8,+3.0,61,59,95,66,,51,,348,201,52,109
2007-08,26,NYK,NBA,C,69,2244,,,2%,56%,42%,-7.1,+0.6,71,50,65,79,,38,,315,132,41,78
2008-09,27,TOT,NBA,PF-C,50,1757,,,,62%,38%,-5.3,+1.3,40,34,40,0,,0,,243,0,28,55
2008-09,27,NYK,NBA,C,11,388,,,,,100%,-4.3,-1.7,6,8,9,12,,5,,38,37,9,17
2008-09,27,LAC,NBA,PF,39,1369,,,,80%,20%,-5.6,+6.7,34,26,31,54,,14,,205,85,19,38
2009-10,28,MEM,NBA,PF,81,3051,,,,87%,13%,-0.5,+4.9,52,52,70,96,,31,,341,207,64,121
2010-11,29,MEM,NBA,PF,75,2724,,,,75%,25%,+4.9,+7.5,52,45,54,68,,29,,366,167,52,130
2011-12,30,MEM,NBA,PF,28,735,,,,85%,15%,+8.0,+7.4,18,8,14,22,,7,,114,40,13,32
2012-13,31,MEM,NBA,PF,76,2607,,,,82%,18%,+5.7,+2.7,45,53,52,68,,23,2,242,125,42,131
2013-14,32,MEM,NBA,PF,79,2705,,,,81%,19%,+3.2,+3.4,63,58,60,69,2,36,5,446,140,32,129
2014-15,33,MEM,NBA,PF,71,2304,,,,97%,3%,+6.4,+7.0,67,47,43,59,3,23,3,351,137,33,81
2015-16,34,MEM,NBA,PF,68,2016,,,,63%,37%,-1.2,+2.2,40,39,26,56,0,10,3,338,81,9,72
2016-17,35,MEM,NBA,PF,44,1063,,,2%,67%,31%,+3.7,+4.1,9,33,14,22,1,8,6,185,37,8,35
