Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,93,71,2829,417,956,.436,138,388,.356,279,568,.491,.508,220,269,.818,100,333,433,163,69,42,137,186,1192
3 seasons,,ORL,NBA,,48,48,1915,293,654,.448,101,275,.367,192,379,.507,.525,143,180,.794,68,236,304,136,51,28,98,106,830
2 seasons,,MIA,NBA,,29,8,366,43,105,.410,22,63,.349,21,42,.500,.514,4,6,.667,5,39,44,9,9,8,11,34,112
3 seasons,,SEA,NBA,,16,15,548,81,197,.411,15,50,.300,66,147,.449,.449,73,83,.880,27,58,85,18,9,6,28,46,250
