Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,25,SEA,NBA,SF,1,0,14:00,1,7,.143,0,2,.000,0,0,,1,4,1,1,0,1,2,2
2008-09,29,ORL,NBA,PF,1,0,20:30,3,6,.500,1,4,.250,1,2,.500,1,6,0,0,0,1,3,8
