Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,947,31821,,,46%,51%,3%,+2.5,+2.3,620,412,447,1007,0,264,0,3973,1067,278,513
7 seasons,,SEA,NBA,,515,19201,,,66%,31%,3%,+1.0,+3.0,325,274,287,591,0,183,0,2269,766,181,350
4 seasons,,ORL,NBA,,257,9114,,,4%,95%,,+7.8,+3.6,225,98,118,330,0,71,0,1293,271,84,126
2 seasons,,MIA,NBA,,115,1763,,,28%,58%,14%,+1.6,-6.9,36,12,20,90,0,13,0,210,25,4,17
2 seasons,,WAS,NBA,,60,1743,,,62%,36%,2%,-8.4,-1.4,34,28,22,71,0,17,0,201,40,9,20
