Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,88,2672,.436,15.4,.589,.176,.148,.146,.118,.411,.496,.563,.541,.427,.425,.350,.435,.017,15,.953,.333,.415,2,0
3 seasons,,ORL,NBA,,48,1915,.448,15.5,.580,.182,.138,.153,.107,.420,.507,.546,.544,.450,.471,.367,.438,.014,9,.941,.309,.459,1,0
2 seasons,,MIA,NBA,,29,366,.410,17.8,.400,.124,.162,.067,.048,.600,.500,.615,.647,.143,.200,.349,.619,.010,1,1.000,.524,.333,1,0
2 seasons,,SEA,NBA,,11,391,.399,13.5,.775,.188,.188,.174,.225,.225,.458,.615,.462,.417,.355,.194,.347,.036,5,1.000,.161,.200,0,0
