Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2011-12,21,PHI,NBA,C,51,812,,,,5%,95%,+1.5,-4.4,14,6,13,72,,4,,72,11,2,9
2012-13,22,ORL,NBA,C,77,2559,,,,26%,74%,-8.2,-1.2,38,33,70,111,,31,6,323,59,19,58
2013-14,23,ORL,NBA,C,57,1812,,,,20%,80%,-5.2,+1.1,37,16,59,87,4,23,4,245,59,11,37
2014-15,24,ORL,NBA,C,74,2529,,,,,100%,-6.3,-0.7,48,41,59,118,5,34,3,359,101,27,43
2015-16,25,ORL,NBA,C,65,2037,,,,,100%,-1.5,+0.3,39,37,46,122,2,12,2,441,61,18,56
2016-17,26,ORL,NBA,C,48,1367,,,,,100%,-4.1,+3.9,13,41,25,73,5,9,1,345,37,9,25
