Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2001-02,23,DEN,NBA,C,24,262,13.8,.417,.054,.378,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17.0,,0.0,0.3,0.3,.058,,-4.1,2.2,-1.9,0.0
2002-03,24,DEN,NBA,C,59,907,14.0,.440,.004,.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,,-0.5,1.7,1.1,.059,,-4.8,2.1,-2.7,-0.2
2003-04,25,DEN,NBA,PF,71,1029,14.4,.486,.005,.527,9.6,23.3,16.3,5.1,1.7,7.8,16.1,12.7,,0.5,1.9,2.4,.111,,-3.7,4.2,0.5,0.7
2004-05,26,NOH,NBA,C,67,1430,18.5,.581,.008,.531,10.9,23.6,17.0,9.1,0.5,5.6,12.7,16.4,,2.7,1.8,4.5,.152,,-1.1,2.4,1.2,1.2
2005-06,27,NOK,NBA,C,32,570,14.1,.562,.000,1.051,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,,0.6,0.7,1.3,.112,,-2.8,1.3,-1.5,0.1
2007-08,29,NOH,NBA,C,5,34,6.1,.342,.000,.571,6.7,24.6,15.5,0.0,0.0,9.2,10.2,13.3,,-0.1,0.1,0.0,.012,,-10.4,0.8,-9.6,-0.1
2008-09,30,DEN,NBA,C,71,1460,18.1,.608,.034,.620,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,,2.5,2.8,5.4,.176,,-1.2,4.6,3.4,2.0
2009-10,31,DEN,NBA,PF,76,1695,15.8,.631,.012,.940,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,,3.2,2.7,5.9,.166,,-1.1,3.3,2.1,1.8
2010-11,32,DEN,NBA,C,45,732,19.0,.636,.007,.985,12.2,22.1,17.3,4.0,1.6,6.0,11.3,13.5,,1.9,1.2,3.2,.207,,0.2,3.1,3.3,1.0
2011-12,33,DEN,NBA,C,32,486,18.9,.583,.000,.759,11.9,23.3,17.8,1.8,2.0,7.4,10.6,14.8,,1.0,0.8,1.9,.183,,-1.2,2.6,1.4,0.4
2012-13,34,MIA,NBA,C,42,624,17.4,.631,.024,.756,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,,1.6,1.1,2.7,.207,,-0.6,1.8,1.2,0.5
2013-14,35,MIA,NBA,C,72,1396,18.5,.683,.044,.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,,3.8,2.2,6.0,.205,,0.1,1.5,1.6,1.3
2014-15,36,MIA,NBA,C,60,1132,16.1,.622,.063,.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,,2.1,1.5,3.6,.151,,-1.2,2.3,1.0,0.9
2015-16,37,TOT,NBA,C,27,402,15.3,.598,.194,.500,9.9,18.2,13.9,4.4,1.9,2.9,9.3,10.8,,0.8,0.4,1.3,.149,,-0.3,1.1,0.8,0.3
2015-16,37,MIA,NBA,C,7,36,17.6,.553,.500,.400,9.8,18.3,14.2,12.2,1.4,6.4,14.5,17.5,,0.1,0.1,0.1,.165,,0.4,2.6,3.0,0.0
2015-16,37,MEM,NBA,C,20,366,15.1,.605,.145,.516,9.9,18.2,13.9,3.7,2.0,2.5,8.4,10.2,,0.7,0.4,1.1,.148,,-0.4,0.9,0.6,0.2
2016-17,38,CLE,NBA,C,12,114,11.6,.497,.136,.636,8.8,20.7,14.9,6.0,2.2,5.0,15.1,12.7,,0.1,0.2,0.3,.113,,-3.7,3.5,-0.2,0.1
