Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,20,LAL,NBA,PG,72,1090,100%,,,,,+1.5,+2.2,40,14,19,20,,11,,323,14,7,12
2007-08,21,LAL,NBA,PG,82,1690,100%,,,,,+9.1,+2.5,65,22,21,27,,10,,524,36,17,30
2008-09,22,LAL,NBA,PG,65,1192,100%,,,,,+1.6,-9.4,61,11,15,43,,9,,348,36,13,31
2009-10,23,LAL,NBA,PG,82,1474,100%,,,,,+2.1,-4.8,37,11,24,34,,10,,289,43,14,25
2010-11,24,NJN,NBA,PG,73,1796,97%,3%,,,,-7.0,+0.3,87,25,27,43,,11,,799,31,7,32
2011-12,25,NJN,NBA,PG,39,831,98%,2%,,,,-10.3,-4.8,41,16,11,19,,7,,290,24,5,9
2013-14,27,LAL,NBA,PG,41,912,100%,,,,,-4.6,+1.9,63,16,16,24,2,8,2,478,20,6,15
2014-15,28,LAC,NBA,PG,36,529,92%,8%,,,,-4.9,-14.1,20,9,0,24,4,0,1,149,4,1,3
2015-16,29,MEM,NBA,PG,12,291,100%,,,,,-11.3,-9.7,3,12,3,7,0,2,3,83,1,0,7
2016-17,30,SAC,NBA,PG,2,35,98%,2%,,,,-7.5,-4.3,0,3,0,1,0,0,0,21,0,0,1
