Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,21,SEA,NBA,SF,80,2253,.427,9.7,.899,.344,.211,.127,.216,.101,.444,.601,.405,.253,.346,.276,.582,.077,52,1.000,.592,.356,1,0
2008-09,22,OKC,NBA,PF,78,2873,.446,12.2,.769,.320,.125,.110,.213,.231,.463,.614,.358,.385,.338,.389,.516,.066,61,.917,.235,.397,1,0
2009-10,23,OKC,NBA,PF,82,3043,.453,12.3,.708,.310,.155,.077,.165,.292,.503,.648,.470,.354,.333,.333,.451,.058,58,1.000,.372,.345,2,0
2010-11,24,TOT,NBA,PF-SF,75,2427,.449,12.2,.743,.274,.238,.082,.149,.257,.499,.698,.359,.299,.467,.303,.559,.049,39,1.000,.299,.444,3,0
2010-11,24,OKC,NBA,PF,49,1815,.437,13.1,.702,.246,.233,.081,.142,.298,.493,.743,.361,.240,.420,.304,.570,.049,30,1.000,.245,.444,3,0
2010-11,24,BOS,NBA,SF,26,612,.485,9.5,.866,.361,.252,.084,.168,.134,.514,.603,.353,.471,.588,.296,.533,.050,9,1.000,.667,.444,0,0
2012-13,26,BOS,NBA,PF,81,2252,.467,11.5,.774,.371,.159,.067,.177,.226,.490,.659,.258,.389,.385,.385,.497,.067,50,.957,.577,.457,7,0
2013-14,27,BOS,NBA,SF,82,2805,.412,14.6,.662,.243,.148,.088,.183,.338,.448,.646,.376,.252,.336,.341,.458,.044,46,.867,.270,.393,5,0
2014-15,28,TOT,NBA,SF,78,2454,.430,13.0,.698,.262,.212,.100,.124,.302,.473,.628,.429,.361,.308,.332,.498,.069,55,.856,.267,.423,5,0
2014-15,28,BOS,NBA,SF,33,1093,.434,13.8,.676,.232,.200,.116,.128,.324,.495,.655,.474,.364,.361,.305,.503,.061,27,.894,.214,.394,2,0
2014-15,28,MEM,NBA,SF,45,1361,.427,12.3,.720,.291,.224,.085,.120,.280,.452,.608,.391,.357,.254,.362,.494,.077,28,.820,.326,.444,3,0
2015-16,29,TOT,NBA,SF,80,2253,.430,11.3,.742,.308,.218,.090,.125,.258,.470,.602,.344,.486,.350,.315,.401,.063,47,.896,.343,.329,4,0
2015-16,29,MEM,NBA,SF,53,1544,.431,11.3,.756,.314,.206,.102,.133,.244,.470,.583,.383,.491,.324,.309,.399,.072,35,.833,.287,.333,4,0
2015-16,29,LAC,NBA,SF,27,709,.427,11.3,.712,.296,.243,.064,.109,.288,.468,.646,.277,.471,.414,.325,.404,.045,12,1.000,.442,.324,0,0
2016-17,30,ORL,NBA,SF,50,1182,.391,15.2,.638,.213,.159,.123,.145,.362,.447,.534,.424,.431,.350,.293,.449,.019,8,.955,.187,.321,4,0
