Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,387,7180,.434,17.5,.504,.181,.056,.089,.178,.496,.458,.627,.342,.328,.387,.410,.661,.002,4,.922,.276,.424,0,0
3 seasons,,LAC,NBA,,214,5222,.446,17.1,.537,.192,.062,.103,.180,.463,.465,.633,.364,.337,.395,.423,.640,.003,4,.920,.228,.440,0,0
2 seasons,,CHI,NBA,,97,1069,.423,18.0,.476,.185,.041,.044,.207,.524,.454,.610,.231,.214,.409,.395,.725,.000,0,.894,.371,.403,0,0
1 season,,HOU,NBA,,49,703,.377,19.5,.361,.126,.031,.079,.126,.639,.420,.583,.333,.333,.333,.352,.793,.000,0,.977,.385,.383,0,0
2 seasons,,PHO,NBA,,27,186,.362,22.1,.241,.052,.034,.000,.155,.759,.214,.667,.000,,.111,.409,.667,.000,0,.944,.409,.444,0,0
