Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,371,6417,100%,,,,,-3.1,-1.5,213,211,46,80,9,7,4,3059,42,42,137
2 seasons,,PHI,NBA,,75,2299,100%,,,,,-8.4,+2.6,88,96,5,68,3,5,2,1180,73,23,53
1 season,,PHO,NBA,,70,1006,100%,,,,,+0.5,-2.7,43,14,8,33,7,3,2,429,19,7,19
2 seasons,,ORL,NBA,,56,549,100%,,,,,-9.8,-5.1,25,13,1,10,0,0,1,201,6,1,12
1 season,,DET,NBA,,48,1148,100%,,,,,+2.7,+6.8,5,51,12,47,2,4,2,552,23,4,25
1 season,,OKC,NBA,,30,155,95%,5%,,,,-13.2,-15.9,4,4,0,3,1,0,1,62,4,1,2
1 season,,HOU,NBA,,28,329,99%,1%,,,,-6.5,-9.4,12,12,2,16,0,0,0,147,4,0,2
1 season,,NOP,NBA,,27,617,98%,2%,,,,-2.4,+1.8,29,11,5,16,2,3,3,360,13,5,19
1 season,,MIL,NBA,,16,138,100%,,,,,+2.6,+4.7,3,6,1,8,0,1,0,74,0,0,1
1 season,,MEM,NBA,,15,113,100%,,,,,-2.3,-4.9,4,3,1,7,0,1,0,35,4,1,3
1 season,,GSW,NBA,,6,63,100%,,,,,+4.8,+8.6,0,1,0,0,0,0,0,19,0,0,1
