Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,371,6417,.405,10.1,.848,.331,.252,.104,.161,.152,.426,.540,.361,.347,.346,.289,.180,.008,16,.673,.164,.271,3,0
2 seasons,,PHI,NBA,,75,2299,.402,10.4,.819,.314,.254,.104,.147,.181,.419,.541,.352,.318,.346,.328,.195,.008,7,.603,.125,.292,1,0
1 season,,PHO,NBA,,70,1006,.423,8.4,.918,.388,.288,.100,.139,.082,.457,.569,.370,.429,.359,.043,.153,.004,1,.000,.348,.000,0,0
2 seasons,,ORL,NBA,,56,549,.347,10.8,.874,.299,.234,.144,.198,.126,.363,.460,.385,.292,.242,.238,.226,.006,1,1.000,.095,.500,0,0
1 season,,DET,NBA,,48,1148,.429,11.3,.846,.331,.194,.109,.212,.154,.463,.573,.351,.419,.405,.246,.135,.008,3,.733,.213,.308,2,0
1 season,,OKC,NBA,,30,155,.333,6.5,.889,.444,.400,.022,.022,.111,.350,.500,.222,.000,.000,.200,.286,.022,1,1.000,.200,.000,0,0
1 season,,HOU,NBA,,28,329,.386,9.8,.904,.277,.361,.133,.133,.096,.387,.304,.400,.455,.455,.375,.138,.000,0,.667,.125,1.000,0,0
1 season,,NOP,NBA,,27,617,.430,9.5,.855,.382,.206,.079,.189,.145,.451,.598,.340,.389,.302,.303,.159,.004,1,.700,.242,.375,0,0
1 season,,MIL,NBA,,16,138,.395,11.7,.767,.279,.233,.093,.163,.233,.394,.500,.500,.000,.286,.400,.308,.023,1,1.000,.200,.000,0,0
1 season,,MEM,NBA,,15,113,.344,7.3,.938,.375,.375,.094,.094,.063,.367,.417,.417,.333,.000,.000,.182,.031,1,,.000,,0,0
1 season,,GSW,NBA,,6,63,.400,11.6,.833,.167,.400,.100,.167,.167,.400,.400,.500,.000,.400,.400,.400,.000,0,1.000,.000,,0,0
