Player,Sim,1,2,3,4,5,6
Ish Smith,,1.3,1.0,0.3,-0.1,-0.1,-0.4
Kareem Rush,63.2,1.5,1.0,0.1,0.0,-0.2,-0.6
Richie Frahm,60.9,1.5,1.0,0.5,-0.2,,
MarShon Brooks,59.6,1.3,0.8,0.4,,,
Salim Stoudamire,59.3,1.2,0.8,0.3,,,
Nick Jones,58.6,1.3,0.7,0.2,0.0,-0.2,
Norris Cole,57.9,1.4,1.2,0.6,0.0,-0.1,
Steve Harris,57.6,1.3,1.2,0.8,0.0,-0.1,
Ronnie Price,57.5,1.1,0.9,0.4,0.1,0.1,-0.7
Mel Peterson,56.9,1.3,1.0,0.0,-0.2,,
Chris Smith,54.8,1.2,1.1,0.9,,,
