Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2010-11,22,TOT,NBA,PG,43,442,7.6,.406,.087,.183,1.8,10.3,6.1,25.5,2.1,0.3,21.5,15.9,,-0.5,0.4,-0.1,-0.016,,-5.1,-1.1,-6.1,-0.5
2010-11,22,HOU,NBA,PG,28,329,8.8,.423,.096,.120,2.1,12.4,7.2,27.8,2.0,0.4,22.9,15.2,,-0.2,0.3,0.0,.002,,-4.5,-0.6,-5.1,-0.3
2010-11,22,MEM,NBA,PG,15,113,4.3,.366,.063,.344,1.0,4.3,2.6,18.8,2.3,0.0,17.8,17.9,,-0.3,0.1,-0.2,-0.066,,-6.6,-2.3,-9.0,-0.2
2011-12,23,TOT,NBA,PG,26,234,14.1,.422,.111,.123,3.4,13.9,8.6,29.2,3.4,0.7,13.2,19.6,,0.0,0.3,0.3,.062,,-2.4,0.7,-1.7,0.0
2011-12,23,GSW,NBA,PG,6,63,16.7,.437,.167,.067,3.6,12.6,8.1,24.2,3.3,0.0,3.1,23.3,,0.0,0.0,0.1,.069,,0.1,-1.7,-1.6,0.0
2011-12,23,ORL,NBA,PG,20,171,13.1,.413,.078,.157,3.3,14.4,8.8,31.1,3.5,0.9,18.0,18.2,,0.0,0.3,0.2,.060,,-3.3,1.6,-1.7,0.0
2012-13,24,TOT,NBA,PG,52,516,8.5,.379,.170,.044,2.6,10.7,6.6,25.0,2.1,1.3,18.6,17.4,,-0.8,0.4,-0.4,-0.040,,-5.4,-0.8,-6.2,-0.5
2012-13,24,ORL,NBA,PG,36,378,7.2,.357,.147,.060,3.3,10.5,6.9,22.2,1.8,1.2,18.5,17.6,,-0.8,0.2,-0.6,-0.073,,-6.1,-0.8,-7.0,-0.5
2012-13,24,MIL,NBA,PG,16,138,12.1,.442,.233,.000,0.8,11.3,5.8,32.7,2.9,1.6,18.9,16.7,,0.0,0.2,0.1,.049,,-3.5,-0.5,-4.0,-0.1
2013-14,25,PHO,NBA,PG,70,1006,11.7,.438,.082,.139,3.5,10.9,7.2,26.0,2.4,1.0,17.9,15.9,,0.0,1.0,1.0,.048,,-2.7,0.5,-2.3,-0.1
2014-15,26,TOT,NBA,PG,55,832,12.3,.431,.163,.155,1.9,11.4,6.5,40.7,2.2,0.6,16.6,24.6,,-0.9,0.8,-0.1,-0.006,,-2.4,-1.7,-4.1,-0.4
2014-15,26,OKC,NBA,PG,30,155,9.0,.378,.111,.200,3.5,15.0,9.3,25.6,1.3,0.5,15.5,16.1,,-0.1,0.1,0.0,.014,,-4.6,-1.0,-5.7,-0.1
2014-15,26,PHI,NBA,PG,25,677,13.0,.439,.171,.149,1.5,10.6,5.8,44.1,2.4,0.6,16.7,26.5,,-0.8,0.6,-0.1,-0.010,,-1.9,-1.8,-3.7,-0.3
2015-16,27,TOT,NBA,PG,77,2239,14.9,.465,.176,.182,2.0,13.3,7.5,38.3,1.9,0.8,14.4,23.9,,0.0,1.3,1.3,.027,,-0.6,-1.1,-1.7,0.1
2015-16,27,NOP,NBA,PG,27,617,16.3,.484,.145,.189,2.4,14.5,8.3,39.1,1.9,0.8,15.4,20.9,,0.5,0.4,0.9,.070,,-0.2,-0.9,-1.1,0.1
2015-16,27,PHI,NBA,PG,50,1622,14.4,.460,.185,.180,1.9,12.8,7.1,37.9,1.9,0.8,14.0,25.0,,-0.6,0.9,0.4,.011,,-0.8,-1.2,-2.0,0.0
2016-17,28,DET,NBA,PG,49,1169,13.2,.470,.153,.139,1.3,11.3,6.2,30.5,1.6,1.1,13.7,19.0,,0.3,1.2,1.5,.060,,-1.7,0.1,-1.7,0.1
