Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,21,BOS,NBA,SG,39,507,46%,53%,1%,,,-0.0,-1.1,14,4,6,29,,4,,117,8,1,7
2005-06,22,BOS,NBA,PG,71,2418,97%,3%,,,,+1.1,+7.1,71,36,26,86,,8,,726,36,8,35
2006-07,23,BOS,NBA,SG,69,2219,38%,54%,7%,,,-6.2,-5.1,65,33,42,74,,16,,664,71,20,32
2007-08,24,TOT,NBA,PG,61,1533,79%,21%,,,,-2.5,+2.8,64,29,24,0,,0,,492,0,11,44
2007-08,24,SEA,NBA,PG,35,727,67%,33%,,,,-8.1,+1.2,36,18,12,23,,1,,246,15,3,18
2007-08,24,CLE,NBA,PG,26,806,91%,9%,,,,+2.8,+3.7,28,11,12,27,,5,,246,21,8,26
2008-09,25,CLE,NBA,SG,64,2152,10%,88%,3%,,,+15.2,+10.7,54,18,20,52,,8,,497,45,18,40
2009-10,26,CLE,NBA,SG,60,1500,25%,69%,5%,1%,,+8.1,+1.1,48,22,20,40,,11,,429,61,13,45
2010-11,27,BOS,NBA,PG,24,453,51%,48%,1%,,,-10.6,-18.6,18,6,6,10,,4,,137,5,2,13
2011-12,28,DAL,NBA,PG,44,1060,86%,12%,2%,,,-0.7,-2.9,44,23,9,29,,6,,309,24,8,20
