Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,58,33,29.1,3.3,7.4,.442,0.8,2.3,.361,2.4,5.1,.478,.498,1.7,2.0,.847,0.5,2.0,2.5,2.8,1.0,0.3,1.8,2.1,9.1
3 seasons,,CLE,NBA,,38,27,34.6,3.8,8.8,.434,0.9,2.6,.340,2.9,6.2,.473,.484,2.2,2.6,.859,0.5,2.4,3.0,3.7,1.1,0.4,2.2,2.2,10.7
2 seasons,,BOS,NBA,,16,3,17.8,2.1,4.3,.485,0.8,1.9,.400,1.3,2.4,.553,.574,0.6,0.9,.714,0.4,1.3,1.6,1.0,0.8,0.1,0.9,2.1,5.5
1 season,,DAL,NBA,,4,3,22.0,2.8,6.5,.423,0.8,1.5,.500,2.0,5.0,.400,.481,1.3,1.3,1.000,0.5,1.3,1.8,2.0,0.8,0.0,0.8,1.3,7.5
