Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,47,11,515,47,95,.495,0,0,,47,95,.495,.495,34,58,.586,35,61,96,11,7,37,23,95,128
3 seasons,,LAL,NBA,,26,0,260,22,55,.400,0,0,,22,55,.400,.400,22,33,.667,16,30,46,6,4,20,12,54,66
1 season,,MIA,NBA,,12,7,121,10,18,.556,0,0,,10,18,.556,.556,3,11,.273,11,20,31,1,1,8,6,23,23
1 season,,LAC,NBA,,5,0,59,7,10,.700,0,0,,7,10,.700,.700,2,4,.500,4,4,8,0,1,3,2,14,16
1 season,,NYK,NBA,,4,4,75,8,12,.667,0,0,,8,12,.667,.667,7,10,.700,4,7,11,4,1,6,3,4,23
