Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,23,LAL,NBA,C,23,161,.500,5.4,1.000,.567,.233,.100,.100,.000,.500,.588,.143,.667,.667,,.600,.133,4,,,,0,0
2006-07,24,LAL,NBA,C,72,1087,.549,6.3,.996,.519,.168,.112,.198,.004,.551,.676,.378,.333,.491,.000,.673,.131,34,,1.000,.000,0,0
2007-08,25,LAL,NBA,C,78,1458,.474,8.3,.997,.438,.123,.149,.287,.003,.475,.644,.245,.254,.430,.000,.814,.134,49,,.000,,0,0
2008-09,26,GSW,NBA,C,79,1696,.508,9.5,.992,.413,.101,.164,.314,.008,.512,.728,.297,.400,.357,.000,.769,.131,46,,.333,.000,1,0
2009-10,27,GSW,NBA,C,42,872,.582,5.9,.993,.582,.144,.103,.164,.007,.586,.800,.381,.200,.250,.000,.753,.212,31,,.000,,0,0
2010-11,28,NYK,NBA,C,64,1141,.632,4.2,1.000,.669,.209,.049,.074,.000,.632,.761,.471,.125,.250,,.748,.209,31,,,,0,0
2011-12,29,TOT,NBA,C,17,279,.576,6.5,.970,.576,.273,.091,.030,.030,.594,.789,.222,.667,.000,.000,.684,.152,5,,.000,,1,0
2011-12,29,WAS,NBA,C,4,58,1.000,1.3,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,.333,1,,,,0,0
2011-12,29,MIA,NBA,C,13,221,.533,7.0,.967,.533,.300,.100,.033,.033,.552,.750,.222,.667,.000,.000,.625,.133,4,,.000,,1,0
2012-13,30,LAC,NBA,C,65,701,.505,3.0,1.000,.691,.278,.010,.021,.000,.505,.612,.296,.000,.000,,.776,.237,22,,,,0,0
2013-14,31,MIN,NBA,C,31,606,.598,2.8,1.000,.748,.206,.028,.019,.000,.598,.713,.227,.333,.500,,.672,.271,26,,,,0,0
2014-15,32,MIN,NBA,C,2,19,,,,,,,,,,,,,,,,,0,,,,0,0
