Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,18,GSW,NBA,C,30,384,,,,14%,86%,+6.1,+9.5,3,6,3,56,,1,,31,16,2,15
2005-06,19,GSW,NBA,C,68,1000,,,,9%,91%,+1.5,+4.5,7,9,18,113,,8,,56,38,10,16
2006-07,20,GSW,NBA,C,82,2382,,,,10%,90%,+2.5,+7.5,32,45,42,202,,15,,199,75,22,70
2007-08,21,GSW,NBA,C,76,2078,,,,,100%,+4.9,+6.2,16,45,24,178,,10,,169,87,17,47
2008-09,22,GSW,NBA,C,62,1863,,,,,100%,-4.8,-1.6,33,40,37,145,,15,,278,102,29,47
2009-10,23,GSW,NBA,C,33,763,,,,,100%,-8.3,-5.7,13,12,7,71,,4,,132,10,2,6
2010-11,24,GSW,NBA,C,59,1397,,,,,100%,-8.7,-9.3,17,20,20,115,,6,,137,13,4,14
2011-12,25,GSW,NBA,C,47,739,,,,,100%,-8.2,-5.9,3,3,8,69,,5,,38,5,1,1
2012-13,26,GSW,NBA,C,53,495,,,,,100%,-5.7,-7.7,4,2,8,60,,6,0,31,3,1,3
2013-14,27,UTA,NBA,C,6,45,,,,9%,91%,-3.4,+4.6,1,0,1,1,0,1,0,0,0,0,0
