Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,20,GSW,NBA,C,11,8,267,27,37,.730,0,0,,27,37,.730,.730,16,30,.533,19,50,69,5,8,17,9,29,70
2012-13,26,GSW,NBA,C,3,0,17,0,0,,0,0,,0,0,,,0,0,,2,5,7,1,0,2,1,6,0
