Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,22,CHI,NBA,C,74,31,1534,4.2,8.6,.482,0.0,0.0,.000,4.2,8.6,.484,3.1,4.6,.691,4.1,5.7,9.8,2.0,1.6,1.5,2.1,4.1,11.5
2008-09,23,CHI,NBA,C,80,55,1938,3.8,6.9,.556,0.0,0.0,.000,3.8,6.9,.558,2.3,3.4,.676,4.5,6.7,11.3,2.0,0.9,2.0,1.5,4.4,10.0
2009-10,24,CHI,NBA,C,64,54,1925,4.9,9.7,.504,0.0,0.0,,4.9,9.7,.504,3.0,4.1,.744,4.1,9.1,13.2,2.5,0.6,1.9,2.2,3.7,12.8
2010-11,25,CHI,NBA,C,48,48,1576,4.8,9.2,.525,0.0,0.0,.000,4.8,9.2,.526,3.2,4.3,.739,4.2,7.2,11.4,2.4,1.1,1.6,2.1,3.6,12.8
2011-12,26,CHI,NBA,C,64,64,1945,4.6,9.1,.508,0.0,0.0,.000,4.6,9.1,.509,2.9,3.8,.748,4.5,7.2,11.6,3.0,0.8,1.7,1.7,3.0,12.1
2012-13,27,CHI,NBA,C,66,64,2426,4.5,9.3,.481,0.0,0.1,.000,4.5,9.3,.485,2.6,3.5,.751,3.9,7.0,10.9,3.9,1.2,2.1,2.6,2.7,11.6
2013-14,28,CHI,NBA,C,80,80,2820,4.9,10.2,.475,0.0,0.0,.000,4.9,10.2,.476,3.2,4.3,.737,3.6,7.9,11.5,5.5,1.3,1.5,2.5,3.1,12.9
2014-15,29,CHI,NBA,C,67,67,2049,3.3,7.5,.445,0.0,0.0,.000,3.3,7.5,.447,1.8,3.1,.603,3.8,7.5,11.3,5.5,0.8,1.3,2.2,3.6,8.5
2015-16,30,CHI,NBA,C,29,2,635,2.9,7.5,.383,0.0,0.1,.000,2.9,7.5,.386,1.2,2.6,.489,4.9,9.5,14.5,6.2,1.0,1.6,2.9,4.4,7.0
2016-17,31,NYK,NBA,C,45,45,1008,3.5,7.1,.490,0.0,0.0,.000,3.5,7.0,.492,1.2,2.8,.436,5.6,8.6,14.2,3.7,1.1,1.3,2.1,4.5,8.1
