Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,22,CHI,NBA,C,74,1534,.482,2.8,.997,.744,.161,.022,.071,.003,.484,.564,.288,.250,.154,.000,.571,.180,59,,.000,,0,0
2008-09,23,CHI,NBA,C,80,1938,.556,1.0,.997,.895,.086,.011,.005,.003,.558,.583,.313,.750,.000,.000,.589,.250,88,,.000,,1,0
2009-10,24,CHI,NBA,C,64,1925,.504,4.0,1.000,.660,.165,.062,.113,.000,.504,.574,.314,.438,.407,,.557,.158,72,,,,0,0
2010-11,25,CHI,NBA,C,48,1576,.525,4.8,.998,.600,.256,.035,.107,.002,.526,.614,.408,.429,.349,.000,.573,.162,58,,.000,,0,0
2011-12,26,CHI,NBA,C,64,1945,.508,5.1,.998,.633,.178,.065,.122,.002,.509,.587,.345,.281,.467,.000,.639,.141,64,,.000,,0,0
2012-13,27,CHI,NBA,C,66,2426,.481,6.3,.992,.567,.189,.057,.179,.008,.485,.585,.303,.444,.372,.000,.640,.119,65,,.000,,0,0
2013-14,28,CHI,NBA,C,80,2820,.475,6.3,.998,.516,.258,.041,.183,.003,.476,.581,.345,.333,.397,.000,.637,.070,52,,.500,.000,1,0
2014-15,29,CHI,NBA,C,67,2049,.445,5.8,.995,.609,.176,.019,.180,.005,.447,.515,.360,.500,.325,.000,.637,.063,25,,.000,,2,0
2015-16,30,CHI,NBA,C,29,635,.383,2.9,.992,.737,.195,.015,.045,.008,.386,.439,.192,.500,.333,.000,.588,.075,9,,.000,,0,0
2016-17,31,NYK,NBA,C,45,1008,.490,2.0,.995,.889,.091,.000,.015,.005,.492,.528,.222,,.000,.000,.505,.086,16,,.000,,0,0
