Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,72,5,8.8,0.7,1.5,.491,0.0,0.0,.000,0.7,1.5,.495,.491,0.5,0.9,.537,1.1,2.3,3.4,0.4,0.1,0.4,0.5,1.3,2.0
1 season,,CHA,NBA,,23,0,14.3,1.2,2.7,.452,0.0,0.0,,1.2,2.7,.452,.452,1.0,1.7,.590,1.6,3.7,5.3,0.3,0.2,0.7,0.7,2.3,3.4
1 season,,DEN,NBA,,22,3,5.7,0.4,0.6,.643,0.0,0.0,.000,0.4,0.6,.692,.643,0.3,0.6,.429,0.7,1.5,2.2,0.2,0.1,0.3,0.5,0.8,1.1
1 season,,SAC,NBA,,12,0,3.3,0.4,0.6,.714,0.0,0.0,,0.4,0.6,.714,.714,0.0,0.2,.000,0.4,1.1,1.5,0.4,0.0,0.3,0.0,0.4,0.8
1 season,,LAL,NBA,,10,2,13.0,1.1,2.3,.478,0.0,0.0,,1.1,2.3,.478,.478,0.7,1.2,.583,2.3,2.9,5.2,0.7,0.2,0.4,0.6,1.6,2.9
1 season,,MIL,NBA,,5,0,1.6,0.0,0.4,.000,0.0,0.0,,0.0,0.4,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0
