Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,20,MIA,NBA,PF,7,0,178,34,88,.386,4,13,.308,30,75,.400,.409,13,17,.765,10,41,51,7,2,7,11,14,85
2009-10,21,MIA,NBA,PF,5,5,135,22,49,.449,1,2,.500,21,47,.447,.459,7,9,.778,10,19,29,3,4,0,13,10,52
2013-14,25,MIA,NBA,SF,4,0,23,5,10,.500,0,0,,5,10,.500,.500,1,3,.333,2,2,4,2,0,0,1,3,11
2015-16,27,HOU,NBA,SF,5,0,80,22,46,.478,2,6,.333,20,40,.500,.500,6,7,.857,4,17,21,3,1,0,7,8,52
