Player,Sim,1,2,3,4,5
Paul Davis,,0.2,0.2,0.0,0.0,
Patrick O'Bryant,70.8,0.3,0.2,0.0,0.0,
Tom Riker,67.9,0.2,0.2,0.0,,
Chris Engler,51.8,0.3,0.2,0.2,0.0,0.0
Alan Ogg,48.3,0.5,0.3,0.0,,
Matt Fish,45.0,0.4,0.2,0.0,,
Joe Cooper,35.9,0.2,0.1,0.0,,
George Zidek,29.8,0.6,0.3,0.0,,
Rich King,27.4,0.2,0.1,0.0,-0.1,
Chris Welp,27.2,0.7,0.3,0.0,,
Olumide Oyedeji,24.6,0.4,0.4,0.3,,
