Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,31,MIL,NBA,PG,76,2709,67%,33%,,,,+3.2,-3.0,112,52,56,64,,28,,1301,105,24,64
2001-02,32,MIL,NBA,PG,74,2605,94%,6%,,,,+2.1,+6.7,94,43,40,56,,22,,1095,104,17,37
2002-03,33,MIL,NBA,PG,78,2700,100%,,,,,-2.0,-8.0,92,54,31,63,,17,,996,137,17,41
2003-04,34,MIN,NBA,PG,81,2838,97%,3%,,,,+9.7,+12.8,117,50,53,78,,32,,1248,91,26,40
2004-05,35,MIN,NBA,PG,59,1522,99%,1%,,,,+3.2,+2.7,59,25,25,39,,17,,643,50,6,23
2005-06,36,LAC,NBA,PG,78,2653,100%,,,,,+3.2,+4.3,81,49,45,84,,31,,1045,98,16,40
2006-07,37,LAC,NBA,PG,58,1407,100%,,,,,+0.9,+2.3,53,23,25,42,,18,,577,62,13,25
2007-08,38,TOT,NBA,PG,55,1274,85%,15%,,,,-4.7,-7.4,54,23,20,0,,0,,480,0,6,26
2007-08,38,LAC,NBA,PG,38,975,95%,5%,,,,-6.6,+2.2,42,18,18,18,,4,,399,47,4,13
2007-08,38,BOS,NBA,PG,17,299,52%,47%,1%,,,+1.8,-10.5,12,5,2,11,,1,,81,9,2,13
