Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,25,170,5.8,.374,.177,.274,4.5,10.4,7.4,26.2,1.5,1.3,22.4,23.3,,-0.5,0.1,-0.5,-0.127,,-6.6,-2.5,-9.0,-0.3
1 season,,WAS,NBA,,22,159,6.8,.389,.169,.254,4.8,11.2,7.9,24.9,1.6,1.4,21.5,23.2,,-0.5,0.1,-0.4,-0.112,,-5.8,-1.8,-7.6,-0.2
1 season,,OKC,NBA,,3,11,-8.8,.129,.333,.667,0.0,0.0,0.0,45.1,0.0,0.0,34.0,23.7,,-0.1,0.0,-0.1,-0.347,,-17.4,-12.5,-29.9,-0.1
