Player,Sim,1,2,3,4,5,6
Charles Smith,,2.0,0.3,0.0,-0.3,-0.5,
Travis Mays,60.5,2.1,0.3,0.0,,,
Jerry Eaves,53.4,2.0,0.7,0.0,-0.1,,
Mark Davis,52.8,2.3,0.2,-0.1,-0.1,-0.1,
Win Wilfong,51.2,2.1,0.6,0.2,-0.3,,
John Kuester,50.5,1.9,0.1,0.0,,,
Andre Turner,46.2,1.9,0.4,0.0,-0.1,-0.1,-0.3
Trajan Langdon,45.8,2.0,0.6,0.3,,,
Kevin Williams,43.2,1.9,0.6,0.1,0.1,-0.1,
Kedrick Brown,42.1,2.0,0.5,0.4,0.1,,
Bernard Robinson,39.4,1.7,0.3,0.1,,,
