Player,Sim,1,2,3,4,5,6,7
Mike Sweetney,,3.8,2.1,1.4,0.4,,,
Don Boven,93.4,3.8,2.2,1.5,,,,
Greg Kelser,89.6,3.9,2.5,1.4,0.8,0.1,0.0,
Willie Long,88.0,3.5,2.1,1.2,,,,
Tony Jaros,88.0,4.4,2.2,1.3,0.6,,,
Bostjan Nachbar,87.1,4.1,2.2,1.7,0.8,0.1,-0.1,
Zeke Zawoluk,86.0,3.9,2.5,1.7,,,,
Mirza Teletovic,85.1,3.8,2.7,0.9,0.5,,,
Ime Udoka,83.8,3.9,2.8,1.3,0.8,0.0,0.0,0.0
Andy Johnson,82.9,4.6,1.8,1.3,0.3,,,
Darren Daye,81.5,3.8,2.4,1.3,1.2,0.6,,
