Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,17,416,.408,13.4,.701,.318,.102,.064,.217,.299,.455,.580,.375,.400,.324,.298,.680,.000,0,.857,.170,.375,0,0
3 seasons,,MIL,NBA,,17,416,.408,13.4,.701,.318,.102,.064,.217,.299,.455,.580,.375,.400,.324,.298,.680,.000,0,.857,.170,.375,0,0
