Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,19,MIL,NBA,PF,66,973,.383,15.1,.592,.248,.110,.080,.154,.408,.395,.522,.350,.172,.339,.365,.671,.011,4,.833,.203,.267,0,0
2009-10,22,MIL,NBA,PF,81,1898,.443,14.3,.669,.292,.073,.093,.211,.331,.496,.601,.491,.338,.422,.336,.690,.015,9,.988,.091,.227,0,0
2010-11,23,MIL,NBA,PF,60,1505,.436,14.3,.761,.268,.093,.091,.310,.239,.479,.581,.234,.283,.522,.298,.703,.004,2,1.000,.132,.500,2,0
2011-12,24,MIL,NBA,PF,60,1655,.492,10.8,.812,.404,.136,.075,.198,.188,.501,.614,.321,.444,.415,.455,.712,.013,7,.980,.134,.467,1,0
2012-13,25,MIL,NBA,PF,73,2012,.462,13.7,.733,.288,.102,.121,.223,.267,.469,.567,.329,.495,.391,.444,.736,.006,4,.989,.079,.353,1,0
2013-14,26,MIL,NBA,PF,55,1478,.409,13.5,.774,.299,.092,.102,.282,.226,.446,.549,.302,.339,.423,.282,.775,.014,7,1.000,.107,.214,0,0
2014-15,27,MIL,NBA,PF,58,1319,.472,13.9,.659,.343,.068,.054,.194,.341,.515,.597,.263,.400,.491,.389,.714,.007,3,.973,.126,.500,0,0
2015-16,28,TOT,NBA,PF,74,1881,.424,14.0,.608,.292,.124,.050,.144,.392,.458,.570,.317,.394,.368,.371,.641,.003,1,.927,.131,.353,0,0
2015-16,28,DET,NBA,PF,52,1434,.425,14.6,.577,.266,.126,.049,.136,.423,.471,.593,.297,.440,.406,.363,.638,.002,0,.936,.140,.333,0,0
2015-16,28,ORL,NBA,PF,22,447,.418,11.8,.712,.379,.118,.052,.170,.288,.422,.517,.389,.250,.269,.409,.652,.007,1,.889,.091,.500,0,0
2016-17,29,TOT,NBA,PF,49,1351,.454,16.1,.534,.232,.099,.072,.128,.466,.524,.676,.362,.357,.480,.374,.744,.009,5,.931,.187,.471,0,0
2016-17,29,OKC,NBA,PF,3,62,.375,18.7,.250,.250,.000,.000,.000,.750,.750,.750,,,,.250,.333,.000,0,1.000,.250,.333,0,0
2016-17,29,PHI,NBA,PF,46,1289,.456,16.0,.542,.232,.102,.074,.132,.458,.521,.674,.362,.357,.480,.379,.752,.009,5,.929,.184,.479,0,0
