player_id,positions,height,weight,shoots,team,birthday,birthyear,birth_place,debut_date,experience
carnero01,"['Small Forward', 'Shooting Guard']",6-7,205,Right,,April 15,1984,"Memphis, Tennessee","November 1, 2006",
grayaa01,['Center'],7-0,270,Right,,December 7,1984,"Tarzana, California","November 2, 2007",
wellsbo01,"['Shooting Guard', 'Small Forward']",6-5,210,Right,,September 28,1976,"Muncie, Indiana","February 8, 1999",
willire02,['Small Forward'],6-6,205,Left,,September 14,1986,"Prce George, Virgia","March 2, 2010",6
pendeje02,"['Center', 'Power Forward']",6-9,240,Right,,April 29,1987,"Ontario, California","December 22, 2009",6
roberbr01,['Point Guard'],6-1,173,Right,Charlotte Hornets,December 3,1985,"Toledo, Ohio","October 31, 2012",4
scottmi01,['Power Forward'],6-8,237,Right,Atlanta Hawks,July 16,1988,"Chesapeake, Virgia","November 11, 2012",4
thornal01,"['Small Forward', 'Power Forward']",6-8,220,Right,,December 7,1983,"Perry, Georgia","November 2, 2007",
stiemgr01,['Center'],6-11,260,Right,,September 26,1985,"Randolph, Wiscons","December 28, 2011",4
jaricma01,"['Point Guard', 'Shooting Guard', 'Small Forward']",6-7,198,Right,,October 12,1978,"Belgrade, Serbia","October 30, 2002",
leoname01,"['Center', 'Power Forward']",7-1,245,Right,Portland Trail Blazers,February 27,1992,"Woodbridge, Virgia","October 31, 2012",4
rossqu01,"['Shooting Guard', 'Small Forward']",6-6,195,Right,,April 30,1981,"Dallas, Texas","November 5, 2004",
randoan01,"['Power Forward', 'Center']",6-10,205,Left,,July 15,1989,"Worzbach, Germany","November 3, 2008",6
thomaet01,"['Center', 'Power Forward']",6-9,256,Right,,April 1,1978,"Harlem, New York","November 1, 2001",
gadzuda01,"['Center', 'Power Forward']",6-11,240,Right,,February 2,1978,"Den Haag, Netherlands","October 30, 2002",
hassetr01,"['Shooting Guard', 'Small Forward']",6-5,200,Right,,March 4,1979,"Clarksville, Tennessee","October 31, 2001",
mirotni01,['Power Forward'],6-10,220,Right,Chicago Bulls,February 11,1991,"Podgorica, Montenegro","October 29, 2014",2
ratlith01,"['Center', 'Power Forward']",6-10,225,Right,,April 17,1973,"Demopolis, Alabama","November 3, 1995",
udohek01,"['Center', 'Power Forward']",6-10,240,Right,,May 20,1987,"Edmond, Oklahoma","December 10, 2010",5
dienetr01,['Point Guard'],6-1,175,Right,,March 1,1982,"Fond du Lac, Wiscons","December 2, 2005",
johnswe01,"['Small Forward', 'Shooting Guard']",6-7,215,Right,Los Angeles Clippers,July 11,1987,"Corsicana, Texas","October 27, 2010",6
ajincal01,"['Center', 'Power Forward']",7-2,248,Right,New Orleans Pelicans,May 6,1988,"Sat-Etienne, France","October 30, 2008",6
harklma01,['Small Forward'],6-9,215,Right,Portland Trail Blazers,May 11,1993,"Queens, New York","November 7, 2012",4
huntest01,"['Center', 'Power Forward']",7-0,220,Right,,October 31,1981,"Chicago, Illois","October 30, 2001",
oquinky01,"['Power Forward', 'Center']",6-10,250,Right,New York Knicks,March 26,1990,"Flushg, New York","November 2, 2012",4
petrojo01,['Center'],7-0,247,Right,,January 27,1986,"Paris, France","November 2, 2005",8
brezepr01,['Center'],7-2,252,Right,,October 2,1979,"Postojna, Slovenia","November 4, 2001",
douglch01,"['Shooting Guard', 'Small Forward']",6-7,200,Right,,January 8,1987,"Detroit, Michigan","October 29, 2008",6
foylead01,['Center'],6-10,250,Right,,March 9,1975,"Canouan, Sat Vcent and the Grenades","October 31, 1997",
paytoga01,['Point Guard'],6-4,180,Right,,July 23,1968,"Oakland, California","November 3, 1990",
whiteha01,['Center'],7-0,265,Right,Miami Heat,June 13,1989,"Gastonia, North Carola","October 27, 2010",4
quinnch01,"['Point Guard', 'Shooting Guard']",6-2,185,Right,,September 27,1983,"New Orleans, Louisiana","October 31, 2006",
smithgr02,"['Center', 'Power Forward']",6-10,250,Right,,January 8,1991,"Vallejo, California","February 19, 2012",5
telfase01,['Point Guard'],6-0,165,Right,,June 9,1985,"Brooklyn, New York","November 5, 2004",10
crawfjo02,['Shooting Guard'],6-4,195,Right,,October 23,1988,"Detroit, Michigan","October 27, 2010",4
pavloal01,"['Shooting Guard', 'Small Forward']",6-8,220,Right,,November 15,1983,"Bar, Montenegro","October 29, 2003",10
youngsa01,"['Small Forward', 'Shooting Guard']",6-6,220,Right,,June 1,1985,"Washgton, District of Columbia","October 28, 2009",4
ayongu01,"['Center', 'Power Forward']",6-10,250,Right,,April 1,1985,"Tepic, Mexico","January 1, 2012",3
blounma01,['Center'],7-0,230,Right,,November 30,1975,"Dobbs Ferry, New York","November 1, 2000",
lambje01,"['Shooting Guard', 'Small Forward']",6-5,185,Right,Charlotte Hornets,May 30,1992,"Henrico Valley, Virgia","November 2, 2012",4
serapke01,"['Center', 'Power Forward']",6-9,285,Right,Indiana Pacers,December 7,1989,"Cayenne, French Guiana","November 16, 2010",6
jonesso01,"['Power Forward', 'Center']",6-10,230,Right,,July 16,1984,"Eustis, Florida","November 1, 2006",8
lafrera01,"['Center', 'Power Forward']",6-11,240,Left,,May 29,1976,"Hampton, Iowa","February 5, 1999",
leuerjo01,"['Power Forward', 'Center']",6-10,228,Right,Detroit Pistons,May 14,1989,"Long Lake, Mnesota","December 26, 2011",5
vaughja01,"['Point Guard', 'Shooting Guard']",6-1,190,Right,,February 11,1975,"Los Angeles, California","October 31, 1997",
walkebi01,"['Small Forward', 'Shooting Guard']",6-6,220,Right,,October 9,1987,"Huntgton, West Virgia","November 7, 2008",5
cookda02,"['Shooting Guard', 'Small Forward']",6-5,205,Right,,April 28,1987,"Dayton, Ohio","November 2, 2007",
aldrico01,['Center'],6-11,250,Right,Minnesota Timberwolves,October 31,1988,"Burnsville, Mnesota","October 31, 2010",6
anderde01,"['Shooting Guard', 'Small Forward', 'Point Guard']",6-5,194,Right,,July 18,1974,"Louisville, Kentucky","October 31, 1997",
beaubro01,['Point Guard'],6-0,170,Right,,February 24,1988,"Pote-a-Pitre, Guadeloupe","October 30, 2009",4
macksh01,"['Point Guard', 'Shooting Guard']",6-3,203,Right,Utah Jazz,April 22,1990,"Lexgton, Kentucky","December 26, 2011",5
magloja01,['Center'],6-11,259,Right,,May 21,1978,"Toronto, Canada","October 31, 2000",
oladivi01,"['Shooting Guard', 'Point Guard']",6-4,210,Right,Oklahoma City Thunder,May 4,1992,"Silver Sprg, Maryland","October 29, 2013",3
swiftst01,"['Power Forward', 'Center']",6-9,225,Right,,November 21,1979,"Shreveport, Louisiana","October 31, 2000",
thabeha01,['Center'],7-3,263,Right,,February 16,1987,"Dar es Salaam, United Republic of Tanzania","October 28, 2009",
priceaj01,"['Point Guard', 'Shooting Guard']",6-2,181,Right,,October 7,1986,"Orange, New Jersey","October 30, 2009",
snower01,"['Point Guard', 'Shooting Guard']",6-3,190,Right,,April 24,1973,"Canton, Ohio","November 3, 1995",
snydeki01,"['Shooting Guard', 'Small Forward', 'Power Forward']",6-6,225,Right,,June 5,1983,"Los Angeles, California","November 3, 2004",
baynear01,['Center'],6-10,260,Right,Detroit Pistons,December 9,1986,"Gisborne, New Zealand","January 25, 2013",4
caldwke01,['Shooting Guard'],6-5,205,Right,Detroit Pistons,February 18,1993,"Thomaston, Georgia","October 30, 2013",3
cardibr01,"['Power Forward', 'Small Forward']",6-8,245,Right,,May 2,1977,"Tolono, Illois","December 9, 2000",
pargoja01,"['Point Guard', 'Shooting Guard']",6-1,175,Right,,October 22,1979,"Chicago, Illois","October 29, 2002",
thompho01,"['Shooting Guard', 'Small Forward']",6-8,206,Right,,April 3,1991,"Pasadena, California","November 1, 2013",3
tinslja01,['Point Guard'],6-3,195,Right,,February 28,1978,"Brooklyn, New York","October 30, 2001",
brownde04,['Small Forward'],6-7,225,Left,,September 8,1987,"Oakland, California","October 28, 2009",
dayeau01,['Small Forward'],6-11,220,Right,,June 5,1988,"Irve, California","October 30, 2009",6
jasiksa01,"['Point Guard', 'Shooting Guard']",6-4,195,Right,,March 5,1976,"Kaunas, Lithuania","November 2, 2005",
johnsiv01,['Power Forward'],6-8,230,Right,,April 10,1984,"San Antonio, Texas","December 27, 2011",2
adrieje01,['Power Forward'],6-7,245,Right,,February 10,1986,"Brookle, Massachusetts","October 27, 2010",
fournev01,"['Shooting Guard', 'Small Forward']",6-7,205,Right,Orlando Magic,October 29,1992,"Sat-Maurice, France","October 31, 2012",4
iveyro01,"['Shooting Guard', 'Point Guard']",6-3,200,Right,,December 20,1981,"Harlem, New York","November 3, 2004",
wrighlo02,['Center'],6-11,225,Right,,November 4,1975,"Memphis, Tennessee","November 5, 1996",
acyqu01,"['Power Forward', 'Small Forward']",6-7,240,Right,Brooklyn Nets,October 6,1990,"Tyler, Texas","November 7, 2012",4
griffad01,"['Shooting Guard', 'Small Forward']",6-5,217,Left,,July 4,1974,"Wichita, Kansas","November 2, 1999",
simshe01,['Center'],6-10,248,Right,,March 27,1990,"Baltimore, Maryland","March 4, 2013",4
herrmwa01,"['Power Forward', 'Small Forward']",6-9,225,Right,,June 26,1979,"Venado Tuerto, Argenta","November 10, 2006",
mcguido01,"['Small Forward', 'Shooting Guard', 'Power Forward']",6-9,220,Right,,October 20,1985,"San Diego, California","October 31, 2007",6
teletmi01,"['Power Forward', 'Small Forward']",6-9,242,Right,Milwaukee Bucks,September 18,1985,"Mostar, Bosnia and Herzegova","November 5, 2012",4
covinro01,['Small Forward'],6-9,215,Right,Philadelphia 76ers,December 14,1990,"Bellwood, Illois","January 18, 2014",3
dellama01,"['Shooting Guard', 'Point Guard']",6-4,198,Right,Milwaukee Bucks,September 8,1990,"Maryborough, Australia","November 2, 2013",3
mihmch01,"['Center', 'Power Forward']",7-0,265,Right,,July 16,1979,"Milwaukee, Wiscons","October 31, 2000",
noelne01,[''],6-11,228,,Philadelphia 76ers,April 10,1994,"Malden, Massachusetts","October 29, 2014",2
snellto01,"['Small Forward', 'Shooting Guard']",6-7,200,Right,Milwaukee Bucks,November 10,1991,"Riverside, California","October 29, 2013",3
veselja01,['Power Forward'],6-11,240,Right,,April 24,1990,"Ostrava, Czech Republic","January 8, 2012",3
armsthi01,"['Center', 'Power Forward']",6-11,235,Right,,November 11,1984,"Peekskill, New York","November 1, 2006",
banksma01,['Point Guard'],6-2,200,Right,,November 19,1981,"Las Vegas, Nevada","October 29, 2003",
hardati02,['Shooting Guard'],6-6,205,Right,Atlanta Hawks,March 16,1992,"Miami, Florida","October 30, 2013",3
hillso01,['Small Forward'],6-7,225,Right,New Orleans Pelicans,March 18,1991,"Los Angeles, California","October 29, 2013",3
wesleda01,"['Shooting Guard', 'Point Guard']",6-0,190,Right,,November 14,1970,"San Antonio, Texas","December 7, 1993",
wrighju01,['Small Forward'],6-8,225,Right,,May 20,1987,"Chicago, Illois","November 2, 2007",
skinnbr01,"['Power Forward', 'Center']",6-9,255,Right,,May 19,1976,"Temple, Texas","February 27, 1999",
whitedj01,"['Power Forward', 'Center']",6-9,251,Right,,August 31,1986,"Tuscaloosa, Alabama","April 5, 2009",6
brockjo01,"['Power Forward', 'Center']",6-7,255,Right,,March 20,1987,"Snohomish, Washgton","October 28, 2009",
martica01,['Small Forward'],6-7,220,Right,,November 20,1984,"Crockett, Texas","January 30, 2009",7
ollieke01,"['Point Guard', 'Shooting Guard']",6-4,195,Right,,December 27,1972,"Dallas, Texas","October 31, 1997",
waitedi01,['Shooting Guard'],6-4,225,Right,Miami Heat,December 10,1991,"Philadelphia, Pennsylvania","October 30, 2012",4
anderja01,"['Shooting Guard', 'Small Forward']",6-6,213,Right,,March 25,1989,"El Dorado, Arkansas","October 27, 2010",5
collija04,"['Center', 'Power Forward']",7-0,255,Right,,December 2,1978,"Northridge, California","October 31, 2001",
lenal01,['Center'],7-1,260,Right,Phoenix Suns,June 16,1993,"Antratsit, Ukrae","October 30, 2013",3
mccanra01,['Shooting Guard'],6-4,207,Right,,September 25,1984,"Asheville, North Carola","November 2, 2005",
rodrise01,['Point Guard'],6-3,176,Right,Philadelphia 76ers,June 12,1986,"Tenerife, Spa","November 3, 2006",4
allenma01,['Power Forward'],6-10,255,Right,,June 27,1978,"Willgboro, New Jersey","November 30, 2001",
armstda01,['Point Guard'],6-0,170,Right,,June 22,1968,"Gastonia, North Carola","April 11, 1995",
scalabr01,"['Power Forward', 'Center']",6-9,241,Right,,March 18,1978,"Long Beach, California","January 31, 2002",
walkean02,['Power Forward'],6-8,224,Right,,August 12,1976,"Chicago, Illois","November 1, 1996",
babbilu01,"['Small Forward', 'Power Forward']",6-9,225,Right,Miami Heat,June 20,1989,"Ccnati, Ohio","November 1, 2010",6
lucasjo02,['Point Guard'],5-11,166,Right,,November 21,1982,"Washgton, District of Columbia","December 31, 2005",7
burketr01,['Point Guard'],6-1,191,Right,Washington Wizards,November 12,1992,"Columbus, Ohio","November 20, 2013",3
maynoer01,"['Point Guard', 'Shooting Guard']",6-3,175,Right,,June 11,1987,"Raeford, North Carola","October 28, 2009",5
mclembe01,['Shooting Guard'],6-5,195,Right,Sacramento Kings,February 11,1993,"St. Louis, Missouri","October 30, 2013",3
wafervo01,"['Shooting Guard', 'Small Forward']",6-5,210,Right,,July 21,1985,"Homer, Louisiana","November 24, 2005",
coleno01,['Point Guard'],6-2,175,Right,,October 13,1988,"Dayton, Ohio","December 25, 2011",5
ezelife01,['Center'],6-11,255,Right,Portland Trail Blazers,October 21,1989,"Ben City, Nigeria","October 31, 2012",3
freeljo01,"['Center', 'Power Forward']",6-10,250,Right,,February 7,1987,"Farnham, United Kgdom","November 2, 2012",3
blackta01,['Center'],6-9,250,Right,Los Angeles Lakers,November 22,1991,"Memphis, Tennessee","October 28, 2014",2
jianlyi01,['Power Forward'],7-0,240,Right,,October 27,1987,"He Shan, Cha","October 31, 2007",
robincl02,"['Power Forward', 'Small Forward', 'Center']",6-10,225,Right,,December 16,1966,"Buffalo, New York","November 3, 1989",
robinth01,['Power Forward'],6-10,237,Right,Los Angeles Lakers,March 17,1991,"Washgton, District of Columbia","October 31, 2012",4
shvedal01,['Shooting Guard'],6-6,190,Right,,December 16,1988,"Belgorod, Russia","November 2, 2012",3
tsakaja01,['Center'],7-2,285,Right,,June 10,1979,"Rustavi, Georgia","November 2, 2000",
wrighan01,"['Shooting Guard', 'Small Forward']",6-7,210,Right,,February 6,1984,"West Cova, California","November 23, 2005",
anticpe01,['Center'],6-11,260,Right,,July 29,1982,"Skopje, FYR Macedonia","October 30, 2013",2
copelch01,"['Power Forward', 'Small Forward']",6-9,239,Right,,March 17,1984,"Orange, New Jersey","November 2, 2012",4
garbajo01,['Power Forward'],6-9,245,Right,,December 19,1977,"Madrid, Spa","November 1, 2006",
gelabmi01,"['Small Forward', 'Shooting Guard']",6-7,215,Right,,May 22,1983,"Pote Noire, Guadeloupe","November 1, 2006",3
mooreet01,"['Shooting Guard', 'Point Guard']",6-4,191,Right,New Orleans Pelicans,February 28,1989,"East Chicago, Indiana","December 25, 2011",5
pollasc01,['Center'],6-11,265,Right,,February 12,1975,"Murray, Utah","October 31, 1997",
roseja01,"['Small Forward', 'Shooting Guard', 'Point Guard']",6-8,210,Left,,January 30,1973,"Detroit, Michigan","November 4, 1994",
ruffimi01,"['Power Forward', 'Center']",6-9,246,Right,,January 21,1977,"Denver, Colorado","November 3, 1999",
templga01,"['Shooting Guard', 'Small Forward', 'Point Guard']",6-6,195,Right,Sacramento Kings,May 8,1986,"Baton Rouge, Louisiana","February 9, 2010",6
willise01,"['Center', 'Power Forward']",6-10,235,Right,,September 13,1986,"Houston, Texas","November 2, 2007",
clarkea01,"['Power Forward', 'Small Forward']",6-10,225,Right,,January 17,1988,"Plafield, New Jersey","October 28, 2009",6
dorsejo01,"['Power Forward', 'Center']",6-8,268,Right,,December 16,1983,"Baltimore, Maryland","November 9, 2008",4
hendeal01,"['Power Forward', 'Center', 'Small Forward']",6-9,235,Right,,December 2,1972,"Indianapolis, Indiana","November 3, 1995",
kellyry01,['Power Forward'],6-11,230,Right,,April 9,1991,"Carmel, New York","November 5, 2013",3
roberan03,"['Shooting Guard', 'Small Forward']",6-7,210,Right,Oklahoma City Thunder,December 4,1991,"Las Cruces, New Mexico","November 1, 2013",3
smartma01,['Point Guard'],6-4,220,Right,Boston Celtics,March 6,1994,"Flower Mound, Texas","October 29, 2014",2
hamiljo02,['Small Forward'],6-7,220,Right,,October 6,1990,"Los Angeles, California","January 25, 2012",5
jonesju01,"['Small Forward', 'Power Forward', 'Shooting Guard']",6-8,218,Right,,February 10,1979,"Cocoa, Florida","November 2, 1999",
dixonju01,"['Shooting Guard', 'Point Guard']",6-3,164,Right,,October 9,1978,"Baltimore, Maryland","October 31, 2002",
porteot01,['Small Forward'],6-8,198,Right,Washington Wizards,June 3,1993,"St. Louis, Missouri","December 6, 2013",3
stoudda01,['Point Guard'],5-10,171,Left,,September 3,1973,"Portland, Oregon","November 3, 1995",
williaa01,"['Power Forward', 'Center']",6-9,220,Left,,October 2,1971,"Evanston, Illois","November 30, 1993",
calatni01,['Shooting Guard'],6-6,213,Right,,February 7,1989,"Casselberry, Florida","October 30, 2013",2
elyme01,"['Center', 'Power Forward']",6-10,260,Right,,May 2,1978,"Harvey, Illois","November 28, 2002",9
mayse01,"['Power Forward', 'Center']",6-9,266,Right,,April 4,1984,"Chicago, Illois","November 2, 2005",
pricero01,"['Point Guard', 'Shooting Guard']",6-2,190,Right,Phoenix Suns,June 21,1983,"Friendswood, Texas","November 1, 2005",11
voskuja01,['Center'],6-11,245,Right,,November 1,1977,"Tulsa, Oklahoma","November 11, 2000",
witheje01,['Center'],7-0,231,Right,Utah Jazz,March 7,1990,"San Diego, California","November 1, 2013",3
brookma01,['Shooting Guard'],6-5,200,Right,,January 26,1989,"Long Branch, New Jersey","December 26, 2011",3
mbengdj01,['Center'],7-0,245,Right,,December 30,1980,"Kshasa, Democratic Republic of the Congo","November 6, 2004",7
jenkijo01,['Shooting Guard'],6-4,215,Right,,March 6,1991,"Nashville, Tennessee","November 11, 2012",4
johnsch04,['Small Forward'],6-6,206,Left,,April 29,1990,"Orlando, Florida","January 23, 2013",4
poweljo01,"['Power Forward', 'Center']",6-9,225,Right,,January 25,1983,"Charleston, South Carola","November 15, 2005",7
roberla01,"['Center', 'Power Forward']",6-9,240,Right,,October 20,1982,"Houston, Texas","November 2, 2005",
sweetmi01,"['Center', 'Power Forward']",6-8,275,Right,,October 25,1982,"Oxon Hill, Maryland","October 29, 2003",
bogdabo02,['Small Forward'],6-8,216,Right,Brooklyn Nets,April 18,1989,"Mostar, Bosnia and Herzegova","October 29, 2014",2
clarkjo01,"['Shooting Guard', 'Point Guard']",6-5,194,Right,Los Angeles Lakers,June 7,1992,"Tampa, Florida","October 28, 2014",2
decolna01,"['Small Forward', 'Shooting Guard']",6-5,200,Right,,June 23,1987,"Sate-Cathere-les-Arras, France","November 3, 2012",2
dickada01,['Point Guard'],6-0,190,Right,,September 16,1978,"Portland, Oregon","October 30, 2002",
fredeji01,"['Shooting Guard', 'Point Guard']",6-2,195,Right,,February 25,1989,"Glens Falls, New York","December 26, 2011",5
nichoan01,['Power Forward'],6-9,250,Right,Washington Wizards,December 8,1989,"Mississauga, Canada","November 2, 2012",4
bowenry01,"['Small Forward', 'Shooting Guard', 'Power Forward']",6-7,215,Right,,November 20,1975,"Fort Madison, Iowa","November 2, 1999",
claxtsp01,['Point Guard'],5-11,166,Right,,May 8,1978,"Queens, New York","October 30, 2001",
dedmode01,['Center'],7-0,245,Right,San Antonio Spurs,August 12,1989,"Lancaster, California","November 18, 2013",3
johnsli01,"['Power Forward', 'Small Forward']",6-8,205,Right,,June 13,1980,"Chicago, Illois","November 7, 2003",
marksse01,"['Power Forward', 'Center']",6-10,250,Right,,August 23,1975,"Auckland, New Zealand","March 16, 1999",
muhamsh01,"['Shooting Guard', 'Small Forward']",6-6,223,Left,Minnesota Timberwolves,November 13,1992,"Los Angeles, California","November 1, 2013",3
paytoel01,['Point Guard'],6-4,185,Right,Orlando Magic,February 22,1994,"Gretna, Louisiana","October 28, 2014",2
singlch01,"['Small Forward', 'Power Forward']",6-8,230,Right,,November 21,1989,"Canton, Georgia","December 26, 2011",3
vanhoke01,"['Small Forward', 'Power Forward']",6-10,220,Right,,October 23,1975,"Fullerton, California","December 5, 1997",
giricgo01,"['Shooting Guard', 'Small Forward']",6-6,210,Right,,June 20,1977,"Zagreb, Croatia","October 30, 2002",
hoodro01,['Shooting Guard'],6-8,206,Left,Utah Jazz,October 20,1992,"Meridian, Mississippi","October 29, 2014",2
inglejo01,['Small Forward'],6-8,226,Left,Utah Jazz,October 2,1987,"Happy Valley, Australia","October 29, 2014",2
randosh01,['Power Forward'],6-10,240,Right,,November 24,1983,"Raleigh, North Carola","November 15, 2005",8
stoudsa01,"['Shooting Guard', 'Point Guard']",6-1,179,Left,,October 11,1982,"Portland, Oregon","November 2, 2005",
cartemi01,['Point Guard'],6-6,190,Right,Chicago Bulls,October 10,1991,"Hamilton, Massachusetts","October 30, 2013",3
harrejo01,"['Center', 'Power Forward']",6-10,275,Right,,February 12,1989,"St. Charles, Missouri","December 25, 2011",3
muscami01,"['Center', 'Power Forward']",6-11,240,Right,Atlanta Hawks,July 1,1991,"St. Louis Park, Mnesota","March 2, 2014",3
sacrero01,['Center'],7-0,270,Right,,June 6,1989,"Baton Rouge, Louisiana","October 31, 2012",4
wiggian01,['Small Forward'],6-8,199,Right,Minnesota Timberwolves,February 23,1995,"Toronto, Canada","October 29, 2014",2
bastoma01,['Power Forward'],6-9,215,Right,,May 29,1975,"Corsicana, Texas","February 12, 2003",
mccolcj01,['Shooting Guard'],6-4,200,Right,Portland Trail Blazers,September 19,1991,"Canton, Ohio","January 8, 2014",3
sloando01,"['Point Guard', 'Shooting Guard']",6-3,205,Right,,January 15,1988,"Shreveport, Louisiana","January 11, 2012",5
doleami01,['Center'],6-11,262,Right,,June 15,1977,"San Antonio, Texas","February 5, 1999",
ennisja01,['Small Forward'],6-7,210,Right,Memphis Grizzlies,July 1,1990,"Ventura, California","October 29, 2014",2
hummero01,['Small Forward'],6-8,215,Right,,March 8,1989,"Valparaiso, Indiana","November 1, 2013",2
jacksma02,"['Center', 'Power Forward']",6-10,270,Right,,January 16,1975,"Philadelphia, Pennsylvania","November 2, 2000",
jamesbe01,['Center'],6-10,240,Left,,February 7,1985,"Savannah, Georgia","October 31, 2012",3
outlabo01,"['Power Forward', 'Small Forward', 'Center']",6-8,210,Right,,April 13,1971,"San Antonio, Texas","February 15, 1994",
padgesc01,['Power Forward'],6-9,240,Right,,April 19,1976,"Louisville, Kentucky","November 4, 1999",
bazemke01,"['Shooting Guard', 'Small Forward']",6-5,201,Left,Atlanta Hawks,July 1,1989,"Kelford, North Carola","November 9, 2012",4
erdense01,['Center'],7-0,240,Right,,July 28,1986,"Istanbul, Turkey","November 2, 2010",
khryavi01,"['Small Forward', 'Power Forward']",6-9,210,Right,,August 3,1982,"Kiev, Ukrae","February 1, 2005",
schrode01,['Point Guard'],6-1,172,Right,Atlanta Hawks,September 15,1993,"Braunschweig, Germany","October 30, 2013",3
thomala01,"['Power Forward', 'Small Forward']",6-8,235,Right,New York Knicks,April 24,1988,"Brooklyn, New York","December 28, 2011",5
davisda01,"['Center', 'Power Forward']",6-11,230,Right,,March 25,1969,"Toccoa, Georgia","November 18, 1991",
diawaya01,"['Shooting Guard', 'Small Forward']",6-7,225,Right,,August 29,1982,"Paris, France","November 2, 2006",4
forbega01,"['Small Forward', 'Shooting Guard']",6-7,220,Right,,February 25,1985,"Colon, Panama","October 27, 2010",2
grahast01,"['Shooting Guard', 'Small Forward']",6-6,215,Right,,June 11,1982,"Wilmgton, Delaware","December 11, 2005",
hamilju01,['Center'],7-0,260,Right,Brooklyn Nets,April 1,1990,"Newport Beach, California","March 8, 2014",2
harrida01,['Center'],7-0,280,Right,,August 15,1982,"Nashville, Tennessee","November 3, 2004",
hartja01,['Point Guard'],6-3,185,Right,,April 29,1978,"Los Angeles, California","April 17, 2001",
hunteli01,"['Point Guard', 'Shooting Guard']",6-2,170,Right,,December 3,1970,"Utica, Mississippi","November 5, 1993",
jonespe01,"['Small Forward', 'Power Forward']",6-11,235,Right,,September 24,1991,"Wnsboro, Louisiana","November 2, 2012",3
jordaje01,['Center'],7-0,253,Right,,September 29,1986,"Kgston, Jamaica","December 28, 2011",2
mccalra01,['Point Guard'],6-3,190,Right,,June 12,1991,"Madison, Wiscons","December 6, 2013",3
moultar01,['Power Forward'],6-11,249,Right,,November 18,1990,"Queens, New York","November 5, 2012",2
robinbe01,"['Small Forward', 'Shooting Guard']",6-6,210,Left,,December 26,1980,"Washgton, District of Columbia","November 4, 2004",
swiftro01,['Center'],7-0,245,Right,,December 3,1985,"Bakersfield, California","November 3, 2004",
willico02,"['Small Forward', 'Power Forward']",6-7,245,Right,,December 4,1973,"Russellville, Arkansas","December 10, 1995",
canaais01,"['Point Guard', 'Shooting Guard']",6-0,201,Right,Chicago Bulls,May 21,1991,"Biloxi, Mississippi","December 25, 2013",3
haddaha01,['Center'],7-2,254,Right,,May 19,1985,"Ahvaz, Islamic Republic of Iran","December 30, 2008",
kinseta01,['Shooting Guard'],6-6,185,Right,,March 21,1984,"Tampa, Florida","December 8, 2006",
larkish01,['Point Guard'],5-11,175,Right,,October 2,1992,"Ccnati, Ohio","November 18, 2013",3
lawac01,['Point Guard'],6-3,195,Right,,January 25,1985,"Dallas, Texas","November 2, 2007",
nurkiju01,['Center'],7-0,280,Right,Denver Nuggets,August 23,1994,"Tuzla, Bosnia and Herzegova","October 29, 2014",2
anderda03,"['Power Forward', 'Center']",6-11,245,Right,,June 23,1980,"Carlton, Australia","October 27, 2009",
greendo01,"['Small Forward', 'Power Forward']",6-11,226,Right,,February 21,1988,"Munich, Germany","October 31, 2008",4
johnsal01,['Power Forward'],6-9,240,Right,,February 8,1983,"Albany, Georgia","November 1, 2006",
johnsch03,['Center'],6-11,210,Right,,July 15,1985,"Washgton, District of Columbia","February 1, 2011",3
johnsor01,['Shooting Guard'],6-5,220,Right,,March 11,1989,"Monterey, California","November 5, 2012",3
marshke01,['Point Guard'],6-4,200,Left,,August 19,1991,"Dumfries, Virgia","November 4, 2012",4
masonde01,"['Small Forward', 'Shooting Guard']",6-7,224,Right,,October 11,1977,"Waxahachie, Texas","October 31, 2000",
weaveky01,['Shooting Guard'],6-6,201,Right,,February 18,1986,"Janesville, Wiscons","October 29, 2008",
aldemfu01,['Power Forward'],6-10,240,Right,,August 9,1991,"Konak, Turkey","December 15, 2014",1
bartowi01,['Shooting Guard'],6-6,175,Right,Denver Nuggets,January 6,1991,"Baltimore, Maryland","November 2, 2012",4
gainesu01,"['Point Guard', 'Shooting Guard']",6-1,185,Right,,April 18,1986,"Jamaica, New York","January 6, 2010",
griffed01,"['Power Forward', 'Center']",6-10,220,Right,,May 30,1982,"Philadelphia, Pennsylvania","October 30, 2001",
jonesdw02,['Power Forward'],6-11,250,Right,,June 9,1983,"Morgantown, West Virgia","February 10, 2006",
mcleoke01,['Point Guard'],6-2,188,Right,,November 5,1979,"Canton, Ohio","October 29, 2003",
navarju01,['Shooting Guard'],6-3,170,Right,,June 13,1980,"Sant Feliu de Llobregat, Spa","October 31, 2007",
newblir01,"['Small Forward', 'Shooting Guard']",6-7,220,Right,,January 20,1975,"Southfield, Michigan","November 22, 2000",
vanexni01,"['Point Guard', 'Shooting Guard']",6-1,170,Left,,November 27,1971,"Kenosha, Wiscons","November 5, 1993",
westma02,['Shooting Guard'],6-5,210,Right,,June 19,1984,"Huntsville, Alabama","November 2, 2007",
boothca01,['Center'],6-11,230,Left,,May 7,1976,"Reynoldsburg, Ohio","March 25, 2000",
butleja01,['Center'],6-10,250,Right,,March 10,1985,"McComb, Mississippi","March 21, 2005",
