player_id,positions,height,weight,shoots,team,birthday,birthyear,birth_place,debut_date,experience
hicksjj01,"['Center', 'Power Forward']",6-9,242,Right,,September 4,1988,"Atlanta, Georgia","October 30, 2008",8
duhonch01,['Point Guard'],6-1,185,Right,,August 31,1982,"Mamou, Louisiana","November 5, 2004",
jonesja02,"['Small Forward', 'Shooting Guard']",6-8,218,Right,Cleveland Cavaliers,October 4,1980,"Miami, Florida","December 26, 2003",13
meeksjo01,['Shooting Guard'],6-4,210,Right,Orlando Magic,August 21,1987,"Norcross, Georgia","November 3, 2009",7
warriha01,['Power Forward'],6-9,219,Right,,July 8,1982,"Philadelphia, Pennsylvania","November 2, 2005",
gordoer01,"['Shooting Guard', 'Point Guard']",6-4,215,Right,Houston Rockets,December 25,1988,"Indianapolis, Indiana","October 29, 2008",8
maxieja01,"['Power Forward', 'Center']",6-7,260,Right,,February 18,1983,"Chicago, Illois","November 2, 2005",
morroan01,['Shooting Guard'],6-5,210,Right,Oklahoma City Thunder,September 27,1985,"Charlotte, North Carola","November 9, 2008",8
chandwi01,"['Small Forward', 'Shooting Guard', 'Power Forward']",6-8,225,Right,Denver Nuggets,May 10,1987,"Benton Harbor, Michigan","November 13, 2007",8
alstora01,['Point Guard'],6-2,171,Right,,July 24,1976,"New York, New York","February 17, 2000",
mohamna01,['Center'],6-10,221,Right,,September 5,1977,"Chicago, Illois","February 5, 1999",18
belinma01,"['Shooting Guard', 'Small Forward', 'Point Guard']",6-5,210,Right,Charlotte Hornets,March 25,1986,"Bologna, Italy","October 30, 2007",9
evansma01,"['Shooting Guard', 'Small Forward']",6-5,220,Right,,November 8,1978,"Wichita, Kansas","December 19, 2001",
gomesry01,"['Small Forward', 'Power Forward']",6-7,250,Right,,September 1,1982,"Waterbury, Connecticut","November 2, 2005",8
holidjr01,['Point Guard'],6-4,205,Right,New Orleans Pelicans,June 12,1990,"Chatsworth, California","October 30, 2009",7
nocioan01,"['Small Forward', 'Power Forward']",6-7,225,Right,,November 30,1979,"Santa Fe, Argenta","November 5, 2004",
blatcan01,"['Power Forward', 'Center']",6-11,235,Right,,August 22,1986,"Syracuse, New York","November 11, 2005",
finlemi01,"['Small Forward', 'Shooting Guard']",6-7,215,Right,,March 6,1973,"Melrose Park, Illois","November 3, 1995",
hansbty01,['Power Forward'],6-9,250,Right,,November 3,1985,"Poplar Bluff, Missouri","November 6, 2009",7
milescj01,"['Shooting Guard', 'Small Forward', 'Point Guard']",6-6,225,Left,Indiana Pacers,April 18,1987,"Dallas, Texas","November 14, 2005",11
speigma01,"['Center', 'Power Forward']",6-10,255,Right,Los Angeles Clippers,August 4,1987,"St. Petersburg, Florida","October 31, 2008",8
turiaro01,['Center'],6-10,249,Right,,January 13,1983,"Le Robert, Martique","February 8, 2006",
blairde01,"['Power Forward', 'Center']",6-7,270,Right,,April 22,1989,"Pittsburgh, Pennsylvania","October 28, 2009",7
boganke01,"['Shooting Guard', 'Small Forward']",6-5,215,Right,,May 12,1980,"Alexandria, Virgia","November 7, 2003",
hawessp01,"['Center', 'Power Forward']",7-1,245,Right,Milwaukee Bucks,April 28,1988,"Seattle, Washgton","November 10, 2007",9
thomptr01,"['Power Forward', 'Center']",6-9,238,Left Right,Cleveland Cavaliers,March 13,1991,"Toronto, Canada","December 26, 2011",5
valanjo01,['Center'],7-0,265,Right,Toronto Raptors,May 6,1992,"Utena, Lithuania","October 31, 2012",4
vucevni01,['Center'],7-0,260,Right,Orlando Magic,October 24,1990,"Morges, Switzerland","December 28, 2011",5
livinsh01,"['Point Guard', 'Shooting Guard']",6-7,192,Right,Golden State Warriors,September 11,1985,"Peoria, Illois","November 3, 2004",11
pekovni01,['Center'],6-11,307,Right,Minnesota Timberwolves,January 3,1986,"Bijelo Polje, Montenegro","October 27, 2010",6
bargnan01,"['Power Forward', 'Center']",7-0,245,Right,,October 26,1985,"Rome, Italy","November 1, 2006",10
davisgl01,"['Power Forward', 'Center']",6-9,289,Right,,January 1,1986,"Baton Rouge, Louisiana","November 2, 2007",8
evansre01,['Power Forward'],6-8,245,Right,,May 18,1980,"Pensacola, Florida","October 30, 2002",
mcgeeja01,['Center'],7-0,270,Right,Golden State Warriors,January 19,1988,"Flt, Michigan","October 29, 2008",8
mbahalu01,"['Power Forward', 'Small Forward']",6-8,230,Right,Los Angeles Clippers,September 9,1986,"Yaounde, Cameroon","October 28, 2008",8
asikom01,['Center'],7-0,255,Right,New Orleans Pelicans,July 4,1986,"Bursa, Turkey","October 27, 2010",6
garcifr01,"['Small Forward', 'Shooting Guard']",6-7,195,Right,,December 31,1981,"Santo Domgo, Domican Republic","November 1, 2005",
pattepa01,['Power Forward'],6-9,230,Right,Toronto Raptors,March 14,1989,"Washgton, District of Columbia","December 15, 2010",6
brookaa01,['Point Guard'],6-0,161,Right,Indiana Pacers,January 14,1985,"Seattle, Washgton","November 17, 2007",8
thornma01,['Shooting Guard'],6-4,205,Right,Washington Wizards,June 5,1987,"Baton Rouge, Louisiana","November 6, 2009",7
koufoko01,['Center'],7-0,265,Right,Sacramento Kings,February 24,1989,"Canton, Ohio","November 1, 2008",8
mcrobjo01,"['Power Forward', 'Center']",6-10,240,Left,Miami Heat,February 28,1987,"Indianapolis, Indiana","November 19, 2007",9
krstine01,"['Center', 'Power Forward']",7-0,240,Right,,July 25,1983,"Kraljevo, Serbia","November 3, 2004",
carrode01,"['Small Forward', 'Power Forward']",6-8,215,Right,Toronto Raptors,July 27,1986,"Birmgham, Alabama","October 28, 2009",7
szczewa02,['Small Forward'],6-7,244,Right,,March 5,1977,"Madrid, Spa","November 5, 1999",
bowenbr01,['Small Forward'],6-7,185,Right,,June 14,1971,"Merced, California","March 16, 1997",
breweco01,"['Small Forward', 'Shooting Guard']",6-9,186,Right,Houston Rockets,March 5,1986,"Portland, Tennessee","November 2, 2007",9
fordtj01,['Point Guard'],6-0,165,Right,,March 24,1983,"Houston, Texas","October 31, 2003",
butlera01,"['Small Forward', 'Shooting Guard']",6-7,215,Right,,May 23,1979,"Philadelphia, Pennsylvania","October 30, 2002",13
pietrmi01,"['Small Forward', 'Shooting Guard', 'Point Guard']",6-6,215,Right,,February 7,1982,"Les Abymes, Guadeloupe","October 29, 2003",
gibsoda01,"['Point Guard', 'Shooting Guard']",6-2,190,Right,,February 27,1986,"Houston, Texas","November 15, 2006",
smithcr01,['Power Forward'],6-7,250,Right,,November 10,1983,"Inglewood, California","November 1, 2006",
willija02,['Point Guard'],6-1,190,Right,,November 18,1975,"Belle, West Virgia","February 5, 1999",
booketr01,['Power Forward'],6-8,228,Left,Brooklyn Nets,November 25,1987,"Newberry, South Carola","October 28, 2010",6
linje01,"['Point Guard', 'Shooting Guard']",6-3,200,Right,Brooklyn Nets,August 23,1988,"Palo Alto, California","October 29, 2010",6
przybjo01,['Center'],7-1,255,Right,,October 10,1979,"Monticello, Mnesota","November 4, 2000",
daniean01,"['Point Guard', 'Shooting Guard']",6-4,195,Right,,March 19,1975,"Columbus, Ohio","October 31, 1997",
houseed01,"['Shooting Guard', 'Point Guard']",6-1,180,Right,,May 14,1978,"Berkeley, California","November 1, 2000",
cunnida01,"['Power Forward', 'Small Forward']",6-8,230,Right,New Orleans Pelicans,April 22,1987,"Clton, Maryland","November 8, 2009",7
bayleje01,"['Point Guard', 'Shooting Guard']",6-3,200,Right,Philadelphia 76ers,August 20,1988,"Phoenix, Arizona","October 28, 2008",8
bledser01,['Point Guard'],6-1,190,Right,Phoenix Suns,December 9,1989,"Birmgham, Alabama","October 27, 2010",6
outlatr01,"['Small Forward', 'Power Forward']",6-9,210,Right,,September 18,1984,"Starkville, Mississippi","November 15, 2003",11
doolike01,"['Point Guard', 'Shooting Guard']",6-3,196,Right,,May 8,1980,"Ft. Lauderdale, Florida","October 31, 2000",
barrybr01,"['Shooting Guard', 'Small Forward']",6-6,185,Right,,December 31,1971,"Hempstead, New York","November 3, 1995",
richaqu01,"['Small Forward', 'Shooting Guard']",6-6,223,Right,,April 13,1980,"Chicago, Illois","October 31, 2000",
bareajo01,"['Point Guard', 'Shooting Guard']",6-0,185,Right,Dallas Mavericks,June 26,1984,"Mayaguez, Puerto Rico","November 4, 2006",10
headlu01,"['Shooting Guard', 'Point Guard']",6-3,185,Right,,November 26,1982,"Chicago, Illois","November 5, 2005",
nestera01,['Center'],7-0,248,Right,,May 30,1976,"Ljubljana, Slovenia","May 4, 1999",
walkeke02,['Point Guard'],6-1,172,Right,Charlotte Hornets,May 8,1990,"Bronx, New York","December 26, 2011",5
anthojo01,"['Center', 'Power Forward']",6-9,245,Left,San Antonio Spurs,August 9,1982,"Montreal, Canada","November 27, 2007",9
jerebjo01,['Power Forward'],6-10,231,Right,Boston Celtics,March 2,1987,"Kna, Sweden","October 31, 2009",6
vujacsa01,"['Shooting Guard', 'Point Guard']",6-7,195,Right,New York Knicks,March 8,1984,"Maribor, Slovenia","November 3, 2004",9
novakst01,"['Small Forward', 'Power Forward']",6-10,225,Right,,June 13,1983,"Libertyville, Illois","November 1, 2006",10
moonja01,['Small Forward'],6-8,205,Right,,June 13,1980,"Goodwater, Alabama","November 6, 2007",
fernaru01,['Shooting Guard'],6-6,185,Right,,April 4,1985,"Palma de Mallorca, Spa","October 28, 2008",
hendege02,['Shooting Guard'],6-5,215,Right,Philadelphia 76ers,December 9,1987,"Caldwell, New Jersey","October 28, 2009",7
morrima02,['Power Forward'],6-10,245,Right,Washington Wizards,September 2,1989,"Philadelphia, Pennsylvania","December 26, 2011",5
tuckepj01,"['Small Forward', 'Shooting Guard']",6-6,245,Right,Phoenix Suns,May 5,1985,"Raleigh, North Carola","November 1, 2006",5
mahinia01,['Center'],6-11,250,Right,Washington Wizards,November 5,1986,"Rouen, France","October 30, 2007",8
petermo01,"['Shooting Guard', 'Small Forward']",6-7,218,Left,,August 26,1977,"Flt, Michigan","October 31, 2000",
tollian01,"['Power Forward', 'Small Forward']",6-8,240,Right,Sacramento Kings,June 1,1985,"Sprgfield, Missouri","November 7, 2008",8
radmavl01,"['Power Forward', 'Small Forward']",6-10,227,Right,,November 19,1980,"Trebje Srpska-Bih, Bosnia and Herzegova","October 30, 2001",
youngni01,['Shooting Guard'],6-7,210,Right,Los Angeles Lakers,June 1,1985,"Los Angeles, California","October 31, 2007",9
greendr01,"['Power Forward', 'Small Forward']",6-7,230,Right,Golden State Warriors,March 4,1990,"Sagaw, Michigan","October 31, 2012",4
kleizli01,"['Small Forward', 'Power Forward']",6-8,245,Right,,January 3,1985,"Kaunas, Lithuania","November 4, 2005",7
obertfa01,"['Center', 'Power Forward']",6-10,245,Right,,March 21,1975,"Las Varillas, Argenta","November 1, 2005",
arroyca01,"['Point Guard', 'Shooting Guard']",6-2,202,Right,,July 30,1979,"Fajardo, Puerto Rico","October 30, 2001",
farmajo01,['Point Guard'],6-2,180,Right,,November 30,1986,"Los Angeles, California","October 31, 2006",9
harprma01,"['Small Forward', 'Shooting Guard']",6-7,231,Right,,May 31,1976,"Ccnati, Ohio","February 5, 1999",
mooremi01,"['Center', 'Power Forward']",6-11,225,Right,,November 4,1975,"Orangeburg, South Carola","February 16, 1999",
thomaty01,"['Power Forward', 'Center']",6-9,215,Right,,August 17,1986,"Baton Rouge, Louisiana","October 31, 2006",8
vasqugr01,"['Point Guard', 'Shooting Guard']",6-6,217,Right,,January 16,1987,"Caracas, Venezuela","October 30, 2010",6
greenwi01,['Shooting Guard'],6-4,200,Right,,July 28,1981,"Detroit, Michigan","October 28, 2003",
masonro01,"['Shooting Guard', 'Point Guard', 'Small Forward']",6-5,200,Right,,September 10,1980,"Washgton, District of Columbia","February 21, 2003",
najered01,"['Power Forward', 'Small Forward']",6-8,240,Right,,July 11,1976,"Meoqui, Mexico","October 31, 2000",
barneha02,"['Small Forward', 'Power Forward']",6-8,210,Right,Dallas Mavericks,May 30,1992,"Ames, Iowa","October 31, 2012",4
bellch01,['Shooting Guard'],6-3,200,Right,,March 12,1979,"Flt, Michigan","October 30, 2001",
kanteen01,['Center'],6-11,245,Right,Oklahoma City Thunder,May 20,1992,"Zurich, Switzerland","December 27, 2011",5
smithjo02,"['Power Forward', 'Center', 'Small Forward']",6-10,225,Right,,July 26,1975,"Norfolk, Virgia","November 3, 1995",
howarju01,"['Power Forward', 'Small Forward', 'Center']",6-9,240,Right,,February 7,1973,"Chicago, Illois","November 19, 1994",
mozgoti01,['Center'],7-1,275,Right,Los Angeles Lakers,July 16,1986,"St. Petersburg, Russia","October 27, 2010",6
budinch01,['Small Forward'],6-7,209,Right,,May 22,1988,"Encitas, California","October 27, 2009",7
hilljo01,"['Center', 'Power Forward']",6-10,235,Right,Minnesota Timberwolves,July 27,1987,"Atlanta, Georgia","October 28, 2009",7
jacksre01,['Point Guard'],6-3,208,Right,Detroit Pistons,April 16,1990,"Pordenone, Italy","December 31, 2011",5
diopde01,"['Center', 'Power Forward']",7-0,300,Right,,January 30,1982,"Dakar, Senegal","October 30, 2001",
davisri01,"['Shooting Guard', 'Small Forward']",6-6,195,Right,,September 23,1979,"Las Vegas, Nevada","February 5, 1999",
greenge01,"['Shooting Guard', 'Small Forward']",6-7,205,Right,Boston Celtics,January 26,1986,"Houston, Texas","February 3, 2006",9
harrito02,"['Power Forward', 'Small Forward']",6-9,235,Right,Detroit Pistons,July 15,1992,"Islip, New York","January 7, 2012",5
cassesa01,['Point Guard'],6-3,185,Right,,November 18,1969,"Baltimore, Maryland","November 5, 1993",
casspom01,"['Small Forward', 'Power Forward']",6-9,225,Right,Sacramento Kings,June 22,1988,"Holon, Israel","October 28, 2009",7
powele01,"['Center', 'Power Forward', 'Small Forward']",6-8,240,Right,,January 22,1984,"Berkeley, California","November 13, 2006",
brownkw01,"['Center', 'Power Forward']",6-11,270,Right,,March 10,1982,"Charleston, South Carola","October 30, 2001",
moblecu01,"['Shooting Guard', 'Small Forward', 'Point Guard']",6-4,190,Left,,September 1,1975,"Philadelphia, Pennsylvania","February 6, 1999",
stevede01,"['Shooting Guard', 'Small Forward']",6-5,210,Right,,April 3,1981,"Fresno, California","October 31, 2000",
aminual01,['Small Forward'],6-9,220,Right,Portland Trail Blazers,September 21,1990,"Atlanta, Georgia","October 27, 2010",6
johnsan02,"['Point Guard', 'Shooting Guard']",6-3,190,Right,,October 2,1974,"Charleston, South Carola","November 1, 1997",
stephla01,"['Shooting Guard', 'Small Forward']",6-5,230,Right,,September 5,1990,"Brooklyn, New York","February 27, 2011",6
waltolu01,"['Small Forward', 'Power Forward']",6-8,235,Right,,March 28,1980,"San Diego, California","October 28, 2003",
jonesed02,"['Shooting Guard', 'Small Forward']",6-6,190,Right,,October 20,1971,"Pompano Beach, Florida","November 4, 1994",
rubiori01,['Point Guard'],6-4,194,Right,Minnesota Timberwolves,October 21,1990,"Barcelona, Spa","December 26, 2011",5
watsoea01,['Point Guard'],6-1,195,Right,,June 12,1979,"Kansas City, Kansas","October 30, 2001",
wilkida02,"['Small Forward', 'Shooting Guard']",6-6,225,Right,,January 11,1980,"Washgton, North Carola","November 3, 2004",9
jamesmi01,['Point Guard'],6-2,188,Right,,June 23,1975,"Copaigue, New York","December 23, 2001",
zellety01,['Center'],7-0,253,Right,Boston Celtics,January 17,1990,"Visalia, California","October 30, 2012",4
joneste01,['Power Forward'],6-9,252,Left,New Orleans Pelicans,January 9,1992,"Portland, Oregon","November 10, 2012",4
daniema01,"['Shooting Guard', 'Small Forward']",6-6,200,Right,,January 7,1981,"Jasper, Florida","October 28, 2003",
bealbr01,['Shooting Guard'],6-5,207,Right,Washington Wizards,June 28,1993,"St. Louis, Missouri","October 30, 2012",4
boykiea01,"['Point Guard', 'Shooting Guard']",5-5,135,Right,,June 2,1976,"Cleveland, Ohio","February 7, 1999",
mutomdi01,['Center'],7-2,245,Right,,June 25,1966,"Kshasa, Democratic Republic of the Congo","November 1, 1991",
turneev01,"['Small Forward', 'Shooting Guard']",6-7,220,Right,Portland Trail Blazers,October 27,1988,"Chicago, Illois","October 27, 2010",6
johnsja01,"['Small Forward', 'Power Forward']",6-9,250,Right,Miami Heat,February 20,1987,"Cheyenne, Wyomg","October 30, 2009",7
sullija01,['Power Forward'],6-9,260,Right,Toronto Raptors,March 4,1992,"Columbus, Ohio","October 30, 2012",4
fieldla01,"['Small Forward', 'Shooting Guard']",6-7,210,Right,,June 27,1988,"Long Beach, California","October 27, 2010",
marbust01,['Point Guard'],6-2,180,Right,,February 20,1977,"Brooklyn, New York","November 1, 1996",
battito01,"['Center', 'Power Forward']",6-11,230,Right,,February 11,1976,"Dallas, Texas","October 31, 1997",
middlkh01,"['Shooting Guard', 'Small Forward']",6-8,234,Right,Milwaukee Bucks,August 12,1991,"Charleston, South Carola","November 10, 2012",4
sandela01,"['Center', 'Power Forward']",6-11,235,Right,,November 21,1988,"Fort Pierce, Florida","October 27, 2010",
beaslmi01,"['Small Forward', 'Power Forward']",6-9,235,Left,Milwaukee Bucks,January 9,1989,"Frederick, Maryland","October 29, 2008",8
jacksbo01,"['Point Guard', 'Shooting Guard']",6-1,185,Right,,March 13,1973,"East Spencer, North Carola","October 31, 1997",
carroma01,['Shooting Guard'],6-6,212,Right,,August 28,1980,"Pittsburgh, Pennsylvania","November 7, 2003",
millspa02,['Point Guard'],6-0,185,Right,San Antonio Spurs,August 11,1988,"Canberra, Australia","January 4, 2010",7
stackje01,"['Shooting Guard', 'Small Forward']",6-6,218,Right,,November 5,1974,"Kston, North Carola","November 3, 1995",
beverpa01,"['Point Guard', 'Shooting Guard']",6-1,185,Right,Houston Rockets,July 12,1988,"Chicago, Illois","January 15, 2013",4
hughela01,"['Shooting Guard', 'Point Guard', 'Small Forward']",6-5,184,Right,,January 23,1979,"St. Louis, Missouri","February 5, 1999",
willish02,"['Power Forward', 'Center']",6-9,250,Right,,October 21,1983,"Oklahoma City, Oklahoma","November 1, 2006",
morrima03,"['Small Forward', 'Power Forward']",6-9,235,Right,Detroit Pistons,September 2,1989,"Philadelphia, Pennsylvania","December 26, 2011",5
simmobo01,"['Small Forward', 'Shooting Guard', 'Power Forward']",6-7,210,Right,,June 2,1980,"Chicago, Illois","November 1, 2001",
smithja02,"['Center', 'Power Forward']",7-0,245,Right,Washington Wizards,March 2,1986,"Greeley, Colorado","October 31, 2007",8
goberru01,['Center'],7-1,245,Right,Utah Jazz,June 26,1992,"Sat-Quent, France","October 30, 2013",3
jeffrja01,"['Power Forward', 'Small Forward']",6-11,230,Right,,November 25,1981,"Bloomgton, Indiana","October 30, 2002",
knighbr03,"['Point Guard', 'Shooting Guard']",6-3,189,Right,Phoenix Suns,December 2,1991,"Miami, Florida","December 26, 2011",5
knighbr01,['Point Guard'],5-10,173,Right,,November 8,1975,"Livgston, New Jersey","October 31, 1997",
willide02,"['Power Forward', 'Small Forward']",6-8,240,Right,Miami Heat,May 25,1991,"Bellflower, California","December 26, 2011",5
holliry01,"['Center', 'Power Forward']",7-0,240,Right,,October 10,1984,"Pasadena, California","January 17, 2007",10
nealga01,['Shooting Guard'],6-4,210,Right,,October 3,1984,"Baltimore, Maryland","October 27, 2010",6
plumlma01,['Center'],6-11,245,Right,Portland Trail Blazers,March 5,1990,"Fort Wayne, Indiana","November 3, 2013",3
azubuke01,"['Shooting Guard', 'Small Forward']",6-5,220,Right,,December 16,1983,"London, United Kgdom","January 2, 2007",
biyombi01,['Center'],6-9,255,Right,Orlando Magic,August 28,1992,"Lubumbashi, Democratic Republic of the Congo","December 26, 2011",5
brownsh01,['Shooting Guard'],6-4,205,Right,,November 29,1985,"Maywood, Illois","November 7, 2006",9
douglto01,"['Point Guard', 'Shooting Guard']",6-2,195,Right,Memphis Grizzlies,March 16,1986,"Jonesboro, Georgia","October 28, 2009",7
jonesda02,"['Small Forward', 'Shooting Guard']",6-6,225,Right,,December 27,1980,"Trenton, New Jersey","November 21, 2003",12
boonejo01,"['Power Forward', 'Center']",6-10,237,Right,,November 21,1984,"Mount Airy, Maryland","December 2, 2006",
curryed01,"['Center', 'Power Forward']",7-0,295,Right,,December 5,1982,"Harvey, Illois","October 31, 2001",
marshdo01,"['Power Forward', 'Small Forward']",6-9,218,Right,,May 18,1973,"Readg, Pennsylvania","November 4, 1994",
mournal01,"['Center', 'Power Forward']",6-10,240,Right,,February 8,1970,"Chesapeake, Virgia","November 13, 1992",
pondequ01,"['Small Forward', 'Shooting Guard']",6-7,220,Right,New Orleans Pelicans,March 10,1988,"Fresno, California","November 6, 2010",5
abdursh01,"['Power Forward', 'Small Forward', 'Center']",6-9,225,Right,,December 11,1976,"Marietta, Georgia","November 1, 1996",
arthuda01,"['Power Forward', 'Small Forward']",6-9,235,Right,Denver Nuggets,March 25,1988,"Dallas, Texas","October 29, 2008",7
kiddgmi01,['Small Forward'],6-7,232,Right,Charlotte Hornets,September 26,1993,"Philadelphia, Pennsylvania","November 2, 2012",4
songada01,"['Center', 'Power Forward']",6-9,248,Right,,February 14,1978,"Marijampole, Lithuania","October 29, 2003",
prigipa01,['Point Guard'],6-3,185,Right,,May 17,1977,"Rio Tercero, Argenta","November 2, 2012",4
thomati01,"['Small Forward', 'Power Forward']",6-10,230,Right,,February 26,1977,"Paterson, New Jersey","October 31, 1997",
atkinch01,"['Point Guard', 'Shooting Guard']",5-11,160,Right,,August 14,1974,"Orlando, Florida","November 2, 1999",
rushbr01,"['Shooting Guard', 'Small Forward']",6-6,220,Right,Minnesota Timberwolves,July 7,1985,"Kansas City, Missouri","October 29, 2008",8
udokaim01,"['Small Forward', 'Shooting Guard', 'Power Forward']",6-6,215,Right,,August 9,1977,"Portland, Oregon","January 14, 2004",
hensojo01,"['Center', 'Power Forward']",6-11,229,Right,Milwaukee Bucks,December 28,1990,"Greensboro, North Carola","November 7, 2012",4
jonesda01,"['Point Guard', 'Shooting Guard']",6-3,185,Right,,August 25,1976,"Galveston, Texas","February 15, 1999",
singlky01,['Small Forward'],6-8,228,Right,Oklahoma City Thunder,May 4,1988,"Medford, Oregon","October 31, 2012",4
kaponja01,"['Small Forward', 'Shooting Guard']",6-8,213,Right,,February 4,1981,"Long Beach, California","October 30, 2003",
allenla01,"['Power Forward', 'Center']",6-9,260,Right,Indiana Pacers,February 4,1989,"Morrisville, Pennsylvania","January 7, 2012",5
elsonfr01,['Center'],7-0,235,Right,,February 28,1976,"Rotterdam, Netherlands","October 29, 2003",
josepco01,"['Shooting Guard', 'Point Guard']",6-3,193,Right,Toronto Raptors,August 20,1991,"Toronto, Canada","December 26, 2011",5
singlja01,"['Power Forward', 'Small Forward']",6-8,216,Right,,July 20,1981,"Chicago, Illois","November 2, 2005",
hayesja01,"['Small Forward', 'Shooting Guard']",6-7,220,Right,,August 9,1981,"Atlanta, Georgia","October 29, 2003",
brownde02,['Shooting Guard'],6-5,220,Right,,December 30,1978,"Salt Lake City, Utah","November 4, 2002",
geeal01,"['Small Forward', 'Shooting Guard']",6-6,225,Right,,May 29,1987,"Riviera Beach, Florida","March 11, 2010",7
shumpim01,"['Shooting Guard', 'Point Guard']",6-5,220,Right,Cleveland Cavaliers,June 26,1990,"Oak Park, Illois","December 25, 2011",5
webbech01,"['Power Forward', 'Center']",6-9,245,Right,,March 1,1973,"Detroit, Michigan","November 9, 1993",
crowdja01,['Small Forward'],6-6,235,Right,Boston Celtics,July 6,1990,"Villa Rica, Georgia","October 30, 2012",4
grahajo01,['Small Forward'],6-7,225,Right,,June 11,1982,"Wilmgton, Delaware","November 2, 2005",
jonesfr01,"['Shooting Guard', 'Small Forward']",6-4,210,Right,,March 11,1979,"Malvern, Arkansas","October 30, 2002",
evansje01,"['Small Forward', 'Power Forward']",6-9,200,Right,,October 24,1987,"Crossett, Arkansas","October 27, 2010",6
horryro01,"['Power Forward', 'Small Forward']",6-9,220,Right,,August 25,1970,"Andalusia, Alabama","November 6, 1992",
parkesm01,['Point Guard'],6-4,190,Right,,June 1,1981,"New York, New York","October 29, 2002",
patteru01,"['Small Forward', 'Shooting Guard']",6-5,224,Right,,July 31,1975,"Cleveland, Ohio","February 5, 1999",
rosste01,"['Small Forward', 'Shooting Guard']",6-7,206,Right,Toronto Raptors,February 5,1991,"Portland, Oregon","October 31, 2012",4
antetgi01,"['Shooting Guard', 'Point Guard', 'Small Forward']",6-11,222,Right,Milwaukee Bucks,December 6,1994,"Athens, Greece","October 30, 2013",3
burksal01,['Shooting Guard'],6-6,214,Right,Utah Jazz,July 20,1991,"Grandview, Missouri","December 27, 2011",5
milicda01,"['Center', 'Power Forward']",7-0,250,Left,,June 20,1985,"Novi Sad, Serbia","October 31, 2003",
georgde01,['Small Forward'],6-8,220,Right,,August 29,1977,"Mneapolis, Mnesota","November 2, 1999",
luety01,['Point Guard'],6-0,175,Right,,May 3,1977,"Mexico, Missouri","February 11, 1999",
murraro01,"['Shooting Guard', 'Point Guard']",6-4,190,Right,,July 29,1979,"Philadelphia, Pennsylvania","November 2, 2002",
odengr01,['Center'],7-0,250,Right,,January 22,1988,"Buffalo, New York","October 28, 2008",
balkmre01,"['Small Forward', 'Power Forward']",6-8,208,Right,,July 14,1984,"Staten Island, New York","November 1, 2006",6
cartean01,['Point Guard'],6-1,190,Right,,June 16,1975,"Milwaukee, Wiscons","November 2, 1999",
brownpj01,"['Power Forward', 'Center']",6-11,225,Right,,October 14,1969,"Detroit, Michigan","November 5, 1993",
dienggo01,"['Center', 'Power Forward']",6-11,241,Right,Minnesota Timberwolves,January 18,1990,"Kebemer, Senegal","November 1, 2013",3
adamsst01,['Center'],7-0,255,Right,Oklahoma City Thunder,July 20,1993,"Rotorua, New Zealand","October 30, 2013",3
amundlo01,['Power Forward'],6-9,220,Right,,December 7,1982,"Ventura, California","February 24, 2007",10
anderal01,"['Small Forward', 'Shooting Guard']",6-6,220,Right,Los Angeles Clippers,October 16,1982,"Mneapolis, Mnesota","November 12, 2005",7
bynumwi01,"['Point Guard', 'Shooting Guard']",6-0,185,Right,,January 4,1983,"Chicago, Illois","March 19, 2006",8
cookbr01,"['Power Forward', 'Center']",6-9,234,Right,,December 4,1980,"Lcoln, Illois","December 28, 2003",
thomake01,['Power Forward'],6-7,261,Right,,July 25,1977,"Atlanta, Georgia","November 2, 1999",
francst01,"['Point Guard', 'Shooting Guard']",6-3,195,Right,,February 21,1977,"Silver Sprg, Maryland","November 2, 1999",
motiedo01,['Power Forward'],7-0,222,Left,New Orleans Pelicans,September 20,1990,"Kaunas, Lithuania","November 10, 2012",4
willish03,"['Small Forward', 'Power Forward', 'Shooting Guard']",6-9,225,Right,,February 16,1986,"Memphis, Tennessee","December 11, 2006",7
bradlav01,"['Point Guard', 'Shooting Guard']",6-2,180,Right,Boston Celtics,November 26,1990,"Tacoma, Washgton","November 22, 2010",6
croshau01,['Power Forward'],6-9,235,Right,,May 1,1975,"Los Angeles, California","November 20, 1997",
ellinwa01,['Shooting Guard'],6-4,200,Right,Miami Heat,October 29,1987,"Wynnewood, Pennsylvania","October 28, 2009",7
dioguik01,['Power Forward'],6-8,250,Right,,September 11,1983,"Buffalo, New York","November 23, 2005",6
olynyke01,['Center'],7-0,238,Right,Boston Celtics,April 19,1991,"Toronto, Canada","October 30, 2013",3
plumlmi01,['Center'],6-11,249,Right,Charlotte Hornets,September 1,1988,"Fort Wayne, Indiana","November 5, 2012",4
zelleco01,"['Center', 'Power Forward']",7-0,240,Right,Charlotte Hornets,October 5,1992,"Washgton, Indiana","October 30, 2013",3
buckngr01,"['Shooting Guard', 'Small Forward']",6-4,210,Right,,September 16,1976,"Hopksville, Kentucky","January 6, 2000",
nachbbo01,"['Small Forward', 'Power Forward']",6-9,221,Right,,July 3,1980,"Slovenj Gradec, Slovenia","October 30, 2002",
collija03,['Center'],6-11,255,Right,,December 2,1978,"Northridge, California","November 23, 2001",
