id,name,name-display,href
jerebjo01,"Jerebko,Jonas",Jonas Jerebko,http://www.basketball-reference.com/players/j/jerebjo01.html
vujacsa01,"Vujacic,Sasha",Sasha Vujacic,http://www.basketball-reference.com/players/v/vujacsa01.html
novakst01,"Novak,Steve",Steve Novak,http://www.basketball-reference.com/players/n/novakst01.html
moonja01,"Moon,Jamario",Jamario Moon,http://www.basketball-reference.com/players/m/moonja01.html
fernaru01,"Fernandez,Rudy",Rudy Fernandez,http://www.basketball-reference.com/players/f/fernaru01.html
hendege02,"Henderson,Gerald",Gerald Henderson,http://www.basketball-reference.com/players/h/hendege02.html
morrima02,"Morris,Markieff",Markieff Morris,http://www.basketball-reference.com/players/m/morrima02.html
tuckepj01,"Tucker,P.J.",P.J. Tucker,http://www.basketball-reference.com/players/t/tuckepj01.html
mahinia01,"Mahinmi,Ian",Ian Mahinmi,http://www.basketball-reference.com/players/m/mahinia01.html
petermo01,"Peterson,Morris",Morris Peterson,http://www.basketball-reference.com/players/p/petermo01.html
tollian01,"Tolliver,Anthony",Anthony Tolliver,http://www.basketball-reference.com/players/t/tollian01.html
radmavl01,"Radmanovic,Vladimir",Vladimir Radmanovic,http://www.basketball-reference.com/players/r/radmavl01.html
youngni01,"Young,Nick",Nick Young,http://www.basketball-reference.com/players/y/youngni01.html
greendr01,"Green,Draymond",Draymond Green,http://www.basketball-reference.com/players/g/greendr01.html
kleizli01,"Kleiza,Linas",Linas Kleiza,http://www.basketball-reference.com/players/k/kleizli01.html
obertfa01,"Oberto,Fabricio",Fabricio Oberto,http://www.basketball-reference.com/players/o/obertfa01.html
arroyca01,"Arroyo,Carlos",Carlos Arroyo,http://www.basketball-reference.com/players/a/arroyca01.html
farmajo01,"Farmar,Jordan",Jordan Farmar,http://www.basketball-reference.com/players/f/farmajo01.html
harprma01,"Harpring,Matt",Matt Harpring,http://www.basketball-reference.com/players/h/harprma01.html
mooremi01,"Moore,Mikki",Mikki Moore,http://www.basketball-reference.com/players/m/mooremi01.html
thomaty01,"Thomas,Tyrus",Tyrus Thomas,http://www.basketball-reference.com/players/t/thomaty01.html
vasqugr01,"Vasquez,Greivis",Greivis Vasquez,http://www.basketball-reference.com/players/v/vasqugr01.html
greenwi01,"Green,Willie",Willie Green,http://www.basketball-reference.com/players/g/greenwi01.html
masonro01,"Mason,Roger",Roger Mason,http://www.basketball-reference.com/players/m/masonro01.html
najered01,"Najera,Eduardo",Eduardo Najera,http://www.basketball-reference.com/players/n/najered01.html
barneha02,"Barnes,Harrison",Harrison Barnes,http://www.basketball-reference.com/players/b/barneha02.html
bellch01,"Bell,Charlie",Charlie Bell,http://www.basketball-reference.com/players/b/bellch01.html
kanteen01,"Kanter,Enes",Enes Kanter,http://www.basketball-reference.com/players/k/kanteen01.html
smithjo02,"Smith,Joe",Joe Smith,http://www.basketball-reference.com/players/s/smithjo02.html
howarju01,"Howard,Juwan",Juwan Howard,http://www.basketball-reference.com/players/h/howarju01.html
mozgoti01,"Mozgov,Timofey",Timofey Mozgov,http://www.basketball-reference.com/players/m/mozgoti01.html
budinch01,"Budinger,Chase",Chase Budinger,http://www.basketball-reference.com/players/b/budinch01.html
hilljo01,"Hill,Jordan",Jordan Hill,http://www.basketball-reference.com/players/h/hilljo01.html
jacksre01,"Jackson,Reggie",Reggie Jackson,http://www.basketball-reference.com/players/j/jacksre01.html
diopde01,"Diop,DeSagana",DeSagana Diop,http://www.basketball-reference.com/players/d/diopde01.html
davisri01,"Davis,Ricky",Ricky Davis,http://www.basketball-reference.com/players/d/davisri01.html
greenge01,"Green,Gerald",Gerald Green,http://www.basketball-reference.com/players/g/greenge01.html
harrito02,"Harris,Tobias",Tobias Harris,http://www.basketball-reference.com/players/h/harrito02.html
cassesa01,"Cassell,Sam",Sam Cassell,http://www.basketball-reference.com/players/c/cassesa01.html
casspom01,"Casspi,Omri",Omri Casspi,http://www.basketball-reference.com/players/c/casspom01.html
powele01,"Powe,Leon",Leon Powe,http://www.basketball-reference.com/players/p/powele01.html
brownkw01,"Brown,Kwame",Kwame Brown,http://www.basketball-reference.com/players/b/brownkw01.html
moblecu01,"Mobley,Cuttino",Cuttino Mobley,http://www.basketball-reference.com/players/m/moblecu01.html
stevede01,"Stevenson,DeShawn",DeShawn Stevenson,http://www.basketball-reference.com/players/s/stevede01.html
aminual01,"Aminu,Al-Farouq",Al-Farouq Aminu,http://www.basketball-reference.com/players/a/aminual01.html
johnsan02,"Johnson,Anthony",Anthony Johnson,http://www.basketball-reference.com/players/j/johnsan02.html
stephla01,"Stephenson,Lance",Lance Stephenson,http://www.basketball-reference.com/players/s/stephla01.html
waltolu01,"Walton,Luke",Luke Walton,http://www.basketball-reference.com/players/w/waltolu01.html
jonesed02,"Jones,Eddie",Eddie Jones,http://www.basketball-reference.com/players/j/jonesed02.html
rubiori01,"Rubio,Ricky",Ricky Rubio,http://www.basketball-reference.com/players/r/rubiori01.html
watsoea01,"Watson,Earl",Earl Watson,http://www.basketball-reference.com/players/w/watsoea01.html
wilkida02,"Wilkins,Damien",Damien Wilkins,http://www.basketball-reference.com/players/w/wilkida02.html
jamesmi01,"James,Mike",Mike James,http://www.basketball-reference.com/players/j/jamesmi01.html
zellety01,"Zeller,Tyler",Tyler Zeller,http://www.basketball-reference.com/players/z/zellety01.html
joneste01,"Jones,Terrence",Terrence Jones,http://www.basketball-reference.com/players/j/joneste01.html
daniema01,"Daniels,Marquis",Marquis Daniels,http://www.basketball-reference.com/players/d/daniema01.html
bealbr01,"Beal,Bradley",Bradley Beal,http://www.basketball-reference.com/players/b/bealbr01.html
boykiea01,"Boykins,Earl",Earl Boykins,http://www.basketball-reference.com/players/b/boykiea01.html
mutomdi01,"Mutombo,Dikembe",Dikembe Mutombo,http://www.basketball-reference.com/players/m/mutomdi01.html
turneev01,"Turner,Evan",Evan Turner,http://www.basketball-reference.com/players/t/turneev01.html
johnsja01,"Johnson,James",James Johnson,http://www.basketball-reference.com/players/j/johnsja01.html
sullija01,"Sullinger,Jared",Jared Sullinger,http://www.basketball-reference.com/players/s/sullija01.html
fieldla01,"Fields,Landry",Landry Fields,http://www.basketball-reference.com/players/f/fieldla01.html
marbust01,"Marbury,Stephon",Stephon Marbury,http://www.basketball-reference.com/players/m/marbust01.html
battito01,"Battie,Tony",Tony Battie,http://www.basketball-reference.com/players/b/battito01.html
middlkh01,"Middleton,Khris",Khris Middleton,http://www.basketball-reference.com/players/m/middlkh01.html
sandela01,"Sanders,Larry",Larry Sanders,http://www.basketball-reference.com/players/s/sandela01.html
beaslmi01,"Beasley,Michael",Michael Beasley,http://www.basketball-reference.com/players/b/beaslmi01.html
jacksbo01,"Jackson,Bobby",Bobby Jackson,http://www.basketball-reference.com/players/j/jacksbo01.html
carroma01,"Carroll,Matt",Matt Carroll,http://www.basketball-reference.com/players/c/carroma01.html
millspa02,"Mills,Patty",Patty Mills,http://www.basketball-reference.com/players/m/millspa02.html
stackje01,"Stackhouse,Jerry",Jerry Stackhouse,http://www.basketball-reference.com/players/s/stackje01.html
beverpa01,"Beverley,Patrick",Patrick Beverley,http://www.basketball-reference.com/players/b/beverpa01.html
hughela01,"Hughes,Larry",Larry Hughes,http://www.basketball-reference.com/players/h/hughela01.html
willish02,"Williams,Shelden",Shelden Williams,http://www.basketball-reference.com/players/w/willish02.html
morrima03,"Morris,Marcus",Marcus Morris,http://www.basketball-reference.com/players/m/morrima03.html
simmobo01,"Simmons,Bobby",Bobby Simmons,http://www.basketball-reference.com/players/s/simmobo01.html
smithja02,"Smith,Jason",Jason Smith,http://www.basketball-reference.com/players/s/smithja02.html
goberru01,"Gobert,Rudy",Rudy Gobert,http://www.basketball-reference.com/players/g/goberru01.html
jeffrja01,"Jeffries,Jared",Jared Jeffries,http://www.basketball-reference.com/players/j/jeffrja01.html
