id,name,name-display,href
knighbr03,"Knight,Brandon",Brandon Knight,http://www.basketball-reference.com/players/k/knighbr03.html
knighbr01,"Knight,Brevin",Brevin Knight,http://www.basketball-reference.com/players/k/knighbr01.html
willide02,"Williams,Derrick",Derrick Williams,http://www.basketball-reference.com/players/w/willide02.html
holliry01,"Hollins,Ryan",Ryan Hollins,http://www.basketball-reference.com/players/h/holliry01.html
nealga01,"Neal,Gary",Gary Neal,http://www.basketball-reference.com/players/n/nealga01.html
plumlma01,"Plumlee,Mason",Mason Plumlee,http://www.basketball-reference.com/players/p/plumlma01.html
azubuke01,"Azubuike,Kelenna",Kelenna Azubuike,http://www.basketball-reference.com/players/a/azubuke01.html
biyombi01,"Biyombo,Bismack",Bismack Biyombo,http://www.basketball-reference.com/players/b/biyombi01.html
brownsh01,"Brown,Shannon",Shannon Brown,http://www.basketball-reference.com/players/b/brownsh01.html
douglto01,"Douglas,Toney",Toney Douglas,http://www.basketball-reference.com/players/d/douglto01.html
jonesda02,"Jones,Dahntay",Dahntay Jones,http://www.basketball-reference.com/players/j/jonesda02.html
boonejo01,"Boone,Josh",Josh Boone,http://www.basketball-reference.com/players/b/boonejo01.html
curryed01,"Curry,Eddy",Eddy Curry,http://www.basketball-reference.com/players/c/curryed01.html
marshdo01,"Marshall,Donyell",Donyell Marshall,http://www.basketball-reference.com/players/m/marshdo01.html
mournal01,"Mourning,Alonzo",Alonzo Mourning,http://www.basketball-reference.com/players/m/mournal01.html
pondequ01,"Pondexter,Quincy",Quincy Pondexter,http://www.basketball-reference.com/players/p/pondequ01.html
abdursh01,"Abdur-Rahim,Shareef",Shareef Abdur-Rahim,http://www.basketball-reference.com/players/a/abdursh01.html
arthuda01,"Arthur,Darrell",Darrell Arthur,http://www.basketball-reference.com/players/a/arthuda01.html
kiddgmi01,"Kidd-Gilchrist,Michael",Michael Kidd-Gilchrist,http://www.basketball-reference.com/players/k/kiddgmi01.html
songada01,"Songaila,Darius",Darius Songaila,http://www.basketball-reference.com/players/s/songada01.html
prigipa01,"Prigioni,Pablo",Pablo Prigioni,http://www.basketball-reference.com/players/p/prigipa01.html
thomati01,"Thomas,Tim",Tim Thomas,http://www.basketball-reference.com/players/t/thomati01.html
atkinch01,"Atkins,Chucky",Chucky Atkins,http://www.basketball-reference.com/players/a/atkinch01.html
rushbr01,"Rush,Brandon",Brandon Rush,http://www.basketball-reference.com/players/r/rushbr01.html
udokaim01,"Udoka,Ime",Ime Udoka,http://www.basketball-reference.com/players/u/udokaim01.html
hensojo01,"Henson,John",John Henson,http://www.basketball-reference.com/players/h/hensojo01.html
jonesda01,"Jones,Damon",Damon Jones,http://www.basketball-reference.com/players/j/jonesda01.html
singlky01,"Singler,Kyle",Kyle Singler,http://www.basketball-reference.com/players/s/singlky01.html
kaponja01,"Kapono,Jason",Jason Kapono,http://www.basketball-reference.com/players/k/kaponja01.html
allenla01,"Allen,Lavoy",Lavoy Allen,http://www.basketball-reference.com/players/a/allenla01.html
elsonfr01,"Elson,Francisco",Francisco Elson,http://www.basketball-reference.com/players/e/elsonfr01.html
josepco01,"Joseph,Cory",Cory Joseph,http://www.basketball-reference.com/players/j/josepco01.html
singlja01,"Singleton,James",James Singleton,http://www.basketball-reference.com/players/s/singlja01.html
hayesja01,"Hayes,Jarvis",Jarvis Hayes,http://www.basketball-reference.com/players/h/hayesja01.html
brownde02,"Brown,Devin",Devin Brown,http://www.basketball-reference.com/players/b/brownde02.html
geeal01,"Gee,Alonzo",Alonzo Gee,http://www.basketball-reference.com/players/g/geeal01.html
shumpim01,"Shumpert,Iman",Iman Shumpert,http://www.basketball-reference.com/players/s/shumpim01.html
webbech01,"Webber,Chris",Chris Webber,http://www.basketball-reference.com/players/w/webbech01.html
crowdja01,"Crowder,Jae",Jae Crowder,http://www.basketball-reference.com/players/c/crowdja01.html
grahajo01,"Graham,Joey",Joey Graham,http://www.basketball-reference.com/players/g/grahajo01.html
jonesfr01,"Jones,Fred",Fred Jones,http://www.basketball-reference.com/players/j/jonesfr01.html
evansje01,"Evans,Jeremy",Jeremy Evans,http://www.basketball-reference.com/players/e/evansje01.html
horryro01,"Horry,Robert",Robert Horry,http://www.basketball-reference.com/players/h/horryro01.html
parkesm01,"Parker,Smush",Smush Parker,http://www.basketball-reference.com/players/p/parkesm01.html
patteru01,"Patterson,Ruben",Ruben Patterson,http://www.basketball-reference.com/players/p/patteru01.html
rosste01,"Ross,Terrence",Terrence Ross,http://www.basketball-reference.com/players/r/rosste01.html
antetgi01,"Antetokounmpo,Giannis",Giannis Antetokounmpo,http://www.basketball-reference.com/players/a/antetgi01.html
burksal01,"Burks,Alec",Alec Burks,http://www.basketball-reference.com/players/b/burksal01.html
milicda01,"Milicic,Darko",Darko Milicic,http://www.basketball-reference.com/players/m/milicda01.html
georgde01,"George,Devean",Devean George,http://www.basketball-reference.com/players/g/georgde01.html
luety01,"Lue,Tyronn",Tyronn Lue,http://www.basketball-reference.com/players/l/luety01.html
murraro01,"Murray,Ronald",Ronald Murray,http://www.basketball-reference.com/players/m/murraro01.html
odengr01,"Oden,Greg",Greg Oden,http://www.basketball-reference.com/players/o/odengr01.html
balkmre01,"Balkman,Renaldo",Renaldo Balkman,http://www.basketball-reference.com/players/b/balkmre01.html
cartean01,"Carter,Anthony",Anthony Carter,http://www.basketball-reference.com/players/c/cartean01.html
brownpj01,"Brown,P.J.",P.J. Brown,http://www.basketball-reference.com/players/b/brownpj01.html
dienggo01,"Dieng,Gorgui",Gorgui Dieng,http://www.basketball-reference.com/players/d/dienggo01.html
adamsst01,"Adams,Steven",Steven Adams,http://www.basketball-reference.com/players/a/adamsst01.html
amundlo01,"Amundson,Lou",Lou Amundson,http://www.basketball-reference.com/players/a/amundlo01.html
anderal01,"Anderson,Alan",Alan Anderson,http://www.basketball-reference.com/players/a/anderal01.html
bynumwi01,"Bynum,Will",Will Bynum,http://www.basketball-reference.com/players/b/bynumwi01.html
cookbr01,"Cook,Brian",Brian Cook,http://www.basketball-reference.com/players/c/cookbr01.html
thomake01,"Thomas,Kenny",Kenny Thomas,http://www.basketball-reference.com/players/t/thomake01.html
francst01,"Francis,Steve",Steve Francis,http://www.basketball-reference.com/players/f/francst01.html
motiedo01,"Motiejunas,Donatas",Donatas Motiejunas,http://www.basketball-reference.com/players/m/motiedo01.html
willish03,"Williams,Shawne",Shawne Williams,http://www.basketball-reference.com/players/w/willish03.html
bradlav01,"Bradley,Avery",Avery Bradley,http://www.basketball-reference.com/players/b/bradlav01.html
croshau01,"Croshere,Austin",Austin Croshere,http://www.basketball-reference.com/players/c/croshau01.html
ellinwa01,"Ellington,Wayne",Wayne Ellington,http://www.basketball-reference.com/players/e/ellinwa01.html
dioguik01,"Diogu,Ike",Ike Diogu,http://www.basketball-reference.com/players/d/dioguik01.html
olynyke01,"Olynyk,Kelly",Kelly Olynyk,http://www.basketball-reference.com/players/o/olynyke01.html
plumlmi01,"Plumlee,Miles",Miles Plumlee,http://www.basketball-reference.com/players/p/plumlmi01.html
zelleco01,"Zeller,Cody",Cody Zeller,http://www.basketball-reference.com/players/z/zelleco01.html
buckngr01,"Buckner,Greg",Greg Buckner,http://www.basketball-reference.com/players/b/buckngr01.html
nachbbo01,"Nachbar,Bostjan",Bostjan Nachbar,http://www.basketball-reference.com/players/n/nachbbo01.html
collija03,"Collins,Jarron",Jarron Collins,http://www.basketball-reference.com/players/c/collija03.html
carnero01,"Carney,Rodney",Rodney Carney,http://www.basketball-reference.com/players/c/carnero01.html
grayaa01,"Gray,Aaron",Aaron Gray,http://www.basketball-reference.com/players/g/grayaa01.html
wellsbo01,"Wells,Bonzi",Bonzi Wells,http://www.basketball-reference.com/players/w/wellsbo01.html
willire02,"Williams,Reggie",Reggie Williams,http://www.basketball-reference.com/players/w/willire02.html
pendeje02,"Ayres,Jeff",Jeff Ayres,http://www.basketball-reference.com/players/p/pendeje02.html
roberbr01,"Roberts,Brian",Brian Roberts,http://www.basketball-reference.com/players/r/roberbr01.html
scottmi01,"Scott,Mike",Mike Scott,http://www.basketball-reference.com/players/s/scottmi01.html
thornal01,"Thornton,Al",Al Thornton,http://www.basketball-reference.com/players/t/thornal01.html
stiemgr01,"Stiemsma,Greg",Greg Stiemsma,http://www.basketball-reference.com/players/s/stiemgr01.html
jaricma01,"Jaric,Marko",Marko Jaric,http://www.basketball-reference.com/players/j/jaricma01.html
leoname01,"Leonard,Meyers",Meyers Leonard,http://www.basketball-reference.com/players/l/leoname01.html
rossqu01,"Ross,Quinton",Quinton Ross,http://www.basketball-reference.com/players/r/rossqu01.html
randoan01,"Randolph,Anthony",Anthony Randolph,http://www.basketball-reference.com/players/r/randoan01.html
thomaet01,"Thomas,Etan",Etan Thomas,http://www.basketball-reference.com/players/t/thomaet01.html
gadzuda01,"Gadzuric,Dan",Dan Gadzuric,http://www.basketball-reference.com/players/g/gadzuda01.html
hassetr01,"Hassell,Trenton",Trenton Hassell,http://www.basketball-reference.com/players/h/hassetr01.html
mirotni01,"Mirotic,Nikola",Nikola Mirotic,http://www.basketball-reference.com/players/m/mirotni01.html
ratlith01,"Ratliff,Theo",Theo Ratliff,http://www.basketball-reference.com/players/r/ratlith01.html
udohek01,"Udoh,Ekpe",Ekpe Udoh,http://www.basketball-reference.com/players/u/udohek01.html
dienetr01,"Diener,Travis",Travis Diener,http://www.basketball-reference.com/players/d/dienetr01.html
johnswe01,"Johnson,Wesley",Wesley Johnson,http://www.basketball-reference.com/players/j/johnswe01.html
ajincal01,"Ajinca,Alexis",Alexis Ajinca,http://www.basketball-reference.com/players/a/ajincal01.html
harklma01,"Harkless,Maurice",Maurice Harkless,http://www.basketball-reference.com/players/h/harklma01.html
huntest01,"Hunter,Steven",Steven Hunter,http://www.basketball-reference.com/players/h/huntest01.html
oquinky01,"O'Quinn,Kyle",Kyle O'Quinn,http://www.basketball-reference.com/players/o/oquinky01.html
petrojo01,"Petro,Johan",Johan Petro,http://www.basketball-reference.com/players/p/petrojo01.html
brezepr01,"Brezec,Primoz",Primoz Brezec,http://www.basketball-reference.com/players/b/brezepr01.html
douglch01,"Douglas-Roberts,Chris",Chris Douglas-Roberts,http://www.basketball-reference.com/players/d/douglch01.html
foylead01,"Foyle,Adonal",Adonal Foyle,http://www.basketball-reference.com/players/f/foylead01.html
paytoga01,"Payton,Gary",Gary Payton,http://www.basketball-reference.com/players/p/paytoga01.html
whiteha01,"Whiteside,Hassan",Hassan Whiteside,http://www.basketball-reference.com/players/w/whiteha01.html
quinnch01,"Quinn,Chris",Chris Quinn,http://www.basketball-reference.com/players/q/quinnch01.html
smithgr02,"Smith,Greg",Greg Smith,http://www.basketball-reference.com/players/s/smithgr02.html
telfase01,"Telfair,Sebastian",Sebastian Telfair,http://www.basketball-reference.com/players/t/telfase01.html
crawfjo02,"Crawford,Jordan",Jordan Crawford,http://www.basketball-reference.com/players/c/crawfjo02.html
pavloal01,"Pavlovic,Sasha",Sasha Pavlovic,http://www.basketball-reference.com/players/p/pavloal01.html
youngsa01,"Young,Sam",Sam Young,http://www.basketball-reference.com/players/y/youngsa01.html
ayongu01,"Ayon,Gustavo",Gustavo Ayon,http://www.basketball-reference.com/players/a/ayongu01.html
blounma01,"Blount,Mark",Mark Blount,http://www.basketball-reference.com/players/b/blounma01.html
lambje01,"Lamb,Jeremy",Jeremy Lamb,http://www.basketball-reference.com/players/l/lambje01.html
serapke01,"Seraphin,Kevin",Kevin Seraphin,http://www.basketball-reference.com/players/s/serapke01.html
jonesso01,"Jones,Solomon",Solomon Jones,http://www.basketball-reference.com/players/j/jonesso01.html
lafrera01,"LaFrentz,Raef",Raef LaFrentz,http://www.basketball-reference.com/players/l/lafrera01.html
leuerjo01,"Leuer,Jon",Jon Leuer,http://www.basketball-reference.com/players/l/leuerjo01.html
vaughja01,"Vaughn,Jacque",Jacque Vaughn,http://www.basketball-reference.com/players/v/vaughja01.html
walkebi01,"Walker,Henry",Henry Walker,http://www.basketball-reference.com/players/w/walkebi01.html
cookda02,"Cook,Daequan",Daequan Cook,http://www.basketball-reference.com/players/c/cookda02.html
aldrico01,"Aldrich,Cole",Cole Aldrich,http://www.basketball-reference.com/players/a/aldrico01.html
anderde01,"Anderson,Derek",Derek Anderson,http://www.basketball-reference.com/players/a/anderde01.html
beaubro01,"Beaubois,Rodrigue",Rodrigue Beaubois,http://www.basketball-reference.com/players/b/beaubro01.html
macksh01,"Mack,Shelvin",Shelvin Mack,http://www.basketball-reference.com/players/m/macksh01.html
magloja01,"Magloire,Jamaal",Jamaal Magloire,http://www.basketball-reference.com/players/m/magloja01.html
oladivi01,"Oladipo,Victor",Victor Oladipo,http://www.basketball-reference.com/players/o/oladivi01.html
swiftst01,"Swift,Stromile",Stromile Swift,http://www.basketball-reference.com/players/s/swiftst01.html
thabeha01,"Thabeet,Hasheem",Hasheem Thabeet,http://www.basketball-reference.com/players/t/thabeha01.html
priceaj01,"Price,A.J.",A.J. Price,http://www.basketball-reference.com/players/p/priceaj01.html
snower01,"Snow,Eric",Eric Snow,http://www.basketball-reference.com/players/s/snower01.html
snydeki01,"Snyder,Kirk",Kirk Snyder,http://www.basketball-reference.com/players/s/snydeki01.html
baynear01,"Baynes,Aron",Aron Baynes,http://www.basketball-reference.com/players/b/baynear01.html
caldwke01,"Caldwell-Pope,Kentavious",Kentavious Caldwell-Pope,http://www.basketball-reference.com/players/c/caldwke01.html
cardibr01,"Cardinal,Brian",Brian Cardinal,http://www.basketball-reference.com/players/c/cardibr01.html
pargoja01,"Pargo,Jannero",Jannero Pargo,http://www.basketball-reference.com/players/p/pargoja01.html
thompho01,"Thompson,Hollis",Hollis Thompson,http://www.basketball-reference.com/players/t/thompho01.html
tinslja01,"Tinsley,Jamaal",Jamaal Tinsley,http://www.basketball-reference.com/players/t/tinslja01.html
brownde04,"Brown,Derrick",Derrick Brown,http://www.basketball-reference.com/players/b/brownde04.html
dayeau01,"Daye,Austin",Austin Daye,http://www.basketball-reference.com/players/d/dayeau01.html
jasiksa01,"Jasikevicius,Sarunas",Sarunas Jasikevicius,http://www.basketball-reference.com/players/j/jasiksa01.html
johnsiv01,"Johnson,Ivan",Ivan Johnson,http://www.basketball-reference.com/players/j/johnsiv01.html
adrieje01,"Adrien,Jeff",Jeff Adrien,http://www.basketball-reference.com/players/a/adrieje01.html
fournev01,"Fournier,Evan",Evan Fournier,http://www.basketball-reference.com/players/f/fournev01.html
iveyro01,"Ivey,Royal",Royal Ivey,http://www.basketball-reference.com/players/i/iveyro01.html
wrighlo02,"Wright,Lorenzen",Lorenzen Wright,http://www.basketball-reference.com/players/w/wrighlo02.html
acyqu01,"Acy,Quincy",Quincy Acy,http://www.basketball-reference.com/players/a/acyqu01.html
griffad01,"Griffin,Adrian",Adrian Griffin,http://www.basketball-reference.com/players/g/griffad01.html
simshe01,"Sims,Henry",Henry Sims,http://www.basketball-reference.com/players/s/simshe01.html
herrmwa01,"Herrmann,Walter",Walter Herrmann,http://www.basketball-reference.com/players/h/herrmwa01.html
mcguido01,"McGuire,Dominic",Dominic McGuire,http://www.basketball-reference.com/players/m/mcguido01.html
teletmi01,"Teletovic,Mirza",Mirza Teletovic,http://www.basketball-reference.com/players/t/teletmi01.html
covinro01,"Covington,Robert",Robert Covington,http://www.basketball-reference.com/players/c/covinro01.html
dellama01,"Dellavedova,Matthew",Matthew Dellavedova,http://www.basketball-reference.com/players/d/dellama01.html
mihmch01,"Mihm,Chris",Chris Mihm,http://www.basketball-reference.com/players/m/mihmch01.html
noelne01,"Noel,Nerlens",Nerlens Noel,http://www.basketball-reference.com/players/n/noelne01.html
snellto01,"Snell,Tony",Tony Snell,http://www.basketball-reference.com/players/s/snellto01.html
veselja01,"Vesely,Jan",Jan Vesely,http://www.basketball-reference.com/players/v/veselja01.html
armsthi01,"Armstrong,Hilton",Hilton Armstrong,http://www.basketball-reference.com/players/a/armsthi01.html
banksma01,"Banks,Marcus",Marcus Banks,http://www.basketball-reference.com/players/b/banksma01.html
hardati02,"Hardaway,Tim",Tim Hardaway,http://www.basketball-reference.com/players/h/hardati02.html
hillso01,"Hill,Solomon",Solomon Hill,http://www.basketball-reference.com/players/h/hillso01.html
wesleda01,"Wesley,David",David Wesley,http://www.basketball-reference.com/players/w/wesleda01.html
wrighju01,"Wright,Julian",Julian Wright,http://www.basketball-reference.com/players/w/wrighju01.html
skinnbr01,"Skinner,Brian",Brian Skinner,http://www.basketball-reference.com/players/s/skinnbr01.html
whitedj01,"White,D.J.",D.J. White,http://www.basketball-reference.com/players/w/whitedj01.html
brockjo01,"Brockman,Jon",Jon Brockman,http://www.basketball-reference.com/players/b/brockjo01.html
martica01,"Martin,Cartier",Cartier Martin,http://www.basketball-reference.com/players/m/martica01.html
ollieke01,"Ollie,Kevin",Kevin Ollie,http://www.basketball-reference.com/players/o/ollieke01.html
waitedi01,"Waiters,Dion",Dion Waiters,http://www.basketball-reference.com/players/w/waitedi01.html
anderja01,"Anderson,James",James Anderson,http://www.basketball-reference.com/players/a/anderja01.html
collija04,"Collins,Jason",Jason Collins,http://www.basketball-reference.com/players/c/collija04.html
lenal01,"Len,Alex",Alex Len,http://www.basketball-reference.com/players/l/lenal01.html
mccanra01,"McCants,Rashad",Rashad McCants,http://www.basketball-reference.com/players/m/mccanra01.html
rodrise01,"Rodriguez,Sergio",Sergio Rodriguez,http://www.basketball-reference.com/players/r/rodrise01.html
allenma01,"Allen,Malik",Malik Allen,http://www.basketball-reference.com/players/a/allenma01.html
armstda01,"Armstrong,Darrell",Darrell Armstrong,http://www.basketball-reference.com/players/a/armstda01.html
scalabr01,"Scalabrine,Brian",Brian Scalabrine,http://www.basketball-reference.com/players/s/scalabr01.html
walkean02,"Walker,Antoine",Antoine Walker,http://www.basketball-reference.com/players/w/walkean02.html
babbilu01,"Babbitt,Luke",Luke Babbitt,http://www.basketball-reference.com/players/b/babbilu01.html
lucasjo02,"Lucas III,John",John Lucas III,http://www.basketball-reference.com/players/l/lucasjo02.html
burketr01,"Burke,Trey",Trey Burke,http://www.basketball-reference.com/players/b/burketr01.html
maynoer01,"Maynor,Eric",Eric Maynor,http://www.basketball-reference.com/players/m/maynoer01.html
mclembe01,"McLemore,Ben",Ben McLemore,http://www.basketball-reference.com/players/m/mclembe01.html
wafervo01,"Wafer,Von",Von Wafer,http://www.basketball-reference.com/players/w/wafervo01.html
coleno01,"Cole,Norris",Norris Cole,http://www.basketball-reference.com/players/c/coleno01.html
ezelife01,"Ezeli,Festus",Festus Ezeli,http://www.basketball-reference.com/players/e/ezelife01.html
freeljo01,"Freeland,Joel",Joel Freeland,http://www.basketball-reference.com/players/f/freeljo01.html
blackta01,"Black,Tarik",Tarik Black,http://www.basketball-reference.com/players/b/blackta01.html
jianlyi01,"Jianlian,Yi",Yi Jianlian,http://www.basketball-reference.com/players/j/jianlyi01.html
robincl02,"Robinson,Clifford",Clifford Robinson,http://www.basketball-reference.com/players/r/robincl02.html
robinth01,"Robinson,Thomas",Thomas Robinson,http://www.basketball-reference.com/players/r/robinth01.html
shvedal01,"Shved,Alexey",Alexey Shved,http://www.basketball-reference.com/players/s/shvedal01.html
tsakaja01,"Tsakalidis,Jake",Jake Tsakalidis,http://www.basketball-reference.com/players/t/tsakaja01.html
wrighan01,"Wright,Antoine",Antoine Wright,http://www.basketball-reference.com/players/w/wrighan01.html
anticpe01,"Antic,Pero",Pero Antic,http://www.basketball-reference.com/players/a/anticpe01.html
copelch01,"Copeland,Chris",Chris Copeland,http://www.basketball-reference.com/players/c/copelch01.html
garbajo01,"Garbajosa,Jorge",Jorge Garbajosa,http://www.basketball-reference.com/players/g/garbajo01.html
gelabmi01,"Gelabale,Mickael",Mickael Gelabale,http://www.basketball-reference.com/players/g/gelabmi01.html
mooreet01,"Moore,E'Twaun",E'Twaun Moore,http://www.basketball-reference.com/players/m/mooreet01.html
pollasc01,"Pollard,Scot",Scot Pollard,http://www.basketball-reference.com/players/p/pollasc01.html
roseja01,"Rose,Jalen",Jalen Rose,http://www.basketball-reference.com/players/r/roseja01.html
ruffimi01,"Ruffin,Michael",Michael Ruffin,http://www.basketball-reference.com/players/r/ruffimi01.html
templga01,"Temple,Garrett",Garrett Temple,http://www.basketball-reference.com/players/t/templga01.html
willise01,"Williams,Sean",Sean Williams,http://www.basketball-reference.com/players/w/willise01.html
clarkea01,"Clark,Earl",Earl Clark,http://www.basketball-reference.com/players/c/clarkea01.html
dorsejo01,"Dorsey,Joey",Joey Dorsey,http://www.basketball-reference.com/players/d/dorsejo01.html
hendeal01,"Henderson,Alan",Alan Henderson,http://www.basketball-reference.com/players/h/hendeal01.html
kellyry01,"Kelly,Ryan",Ryan Kelly,http://www.basketball-reference.com/players/k/kellyry01.html
roberan03,"Roberson,Andre",Andre Roberson,http://www.basketball-reference.com/players/r/roberan03.html
smartma01,"Smart,Marcus",Marcus Smart,http://www.basketball-reference.com/players/s/smartma01.html
hamiljo02,"Hamilton,Jordan",Jordan Hamilton,http://www.basketball-reference.com/players/h/hamiljo02.html
jonesju01,"Jones,Jumaine",Jumaine Jones,http://www.basketball-reference.com/players/j/jonesju01.html
dixonju01,"Dixon,Juan",Juan Dixon,http://www.basketball-reference.com/players/d/dixonju01.html
porteot01,"Porter,Otto",Otto Porter,http://www.basketball-reference.com/players/p/porteot01.html
stoudda01,"Stoudamire,Damon",Damon Stoudamire,http://www.basketball-reference.com/players/s/stoudda01.html
williaa01,"Williams,Aaron",Aaron Williams,http://www.basketball-reference.com/players/w/williaa01.html
calatni01,"Calathes,Nick",Nick Calathes,http://www.basketball-reference.com/players/c/calatni01.html
elyme01,"Ely,Melvin",Melvin Ely,http://www.basketball-reference.com/players/e/elyme01.html
mayse01,"May,Sean",Sean May,http://www.basketball-reference.com/players/m/mayse01.html
pricero01,"Price,Ronnie",Ronnie Price,http://www.basketball-reference.com/players/p/pricero01.html
voskuja01,"Voskuhl,Jake",Jake Voskuhl,http://www.basketball-reference.com/players/v/voskuja01.html
witheje01,"Withey,Jeff",Jeff Withey,http://www.basketball-reference.com/players/w/witheje01.html
brookma01,"Brooks,MarShon",MarShon Brooks,http://www.basketball-reference.com/players/b/brookma01.html
mbengdj01,"Ilunga-Mbenga,Didier",Didier Ilunga-Mbenga,http://www.basketball-reference.com/players/m/mbengdj01.html
jenkijo01,"Jenkins,John",John Jenkins,http://www.basketball-reference.com/players/j/jenkijo01.html
johnsch04,"Johnson,Chris",Chris Johnson,http://www.basketball-reference.com/players/j/johnsch04.html
poweljo01,"Powell,Josh",Josh Powell,http://www.basketball-reference.com/players/p/poweljo01.html
roberla01,"Roberts,Lawrence",Lawrence Roberts,http://www.basketball-reference.com/players/r/roberla01.html
sweetmi01,"Sweetney,Mike",Mike Sweetney,http://www.basketball-reference.com/players/s/sweetmi01.html
bogdabo02,"Bogdanovic,Bojan",Bojan Bogdanovic,http://www.basketball-reference.com/players/b/bogdabo02.html
clarkjo01,"Clarkson,Jordan",Jordan Clarkson,http://www.basketball-reference.com/players/c/clarkjo01.html
decolna01,"De Colo,Nando",Nando De Colo,http://www.basketball-reference.com/players/d/decolna01.html
dickada01,"Dickau,Dan",Dan Dickau,http://www.basketball-reference.com/players/d/dickada01.html
fredeji01,"Fredette,Jimmer",Jimmer Fredette,http://www.basketball-reference.com/players/f/fredeji01.html
nichoan01,"Nicholson,Andrew",Andrew Nicholson,http://www.basketball-reference.com/players/n/nichoan01.html
bowenry01,"Bowen,Ryan",Ryan Bowen,http://www.basketball-reference.com/players/b/bowenry01.html
claxtsp01,"Claxton,Speedy",Speedy Claxton,http://www.basketball-reference.com/players/c/claxtsp01.html
dedmode01,"Dedmon,Dewayne",Dewayne Dedmon,http://www.basketball-reference.com/players/d/dedmode01.html
johnsli01,"Johnson,Linton",Linton Johnson,http://www.basketball-reference.com/players/j/johnsli01.html
marksse01,"Marks,Sean",Sean Marks,http://www.basketball-reference.com/players/m/marksse01.html
muhamsh01,"Muhammad,Shabazz",Shabazz Muhammad,http://www.basketball-reference.com/players/m/muhamsh01.html
paytoel01,"Payton,Elfrid",Elfrid Payton,http://www.basketball-reference.com/players/p/paytoel01.html
singlch01,"Singleton,Chris",Chris Singleton,http://www.basketball-reference.com/players/s/singlch01.html
vanhoke01,"Van Horn,Keith",Keith Van Horn,http://www.basketball-reference.com/players/v/vanhoke01.html
giricgo01,"Giricek,Gordan",Gordan Giricek,http://www.basketball-reference.com/players/g/giricgo01.html
hoodro01,"Hood,Rodney",Rodney Hood,http://www.basketball-reference.com/players/h/hoodro01.html
inglejo01,"Ingles,Joe",Joe Ingles,http://www.basketball-reference.com/players/i/inglejo01.html
randosh01,"Randolph,Shavlik",Shavlik Randolph,http://www.basketball-reference.com/players/r/randosh01.html
stoudsa01,"Stoudamire,Salim",Salim Stoudamire,http://www.basketball-reference.com/players/s/stoudsa01.html
cartemi01,"Carter-Williams,Michael",Michael Carter-Williams,http://www.basketball-reference.com/players/c/cartemi01.html
harrejo01,"Harrellson,Josh",Josh Harrellson,http://www.basketball-reference.com/players/h/harrejo01.html
muscami01,"Muscala,Mike",Mike Muscala,http://www.basketball-reference.com/players/m/muscami01.html
sacrero01,"Sacre,Robert",Robert Sacre,http://www.basketball-reference.com/players/s/sacrero01.html
wiggian01,"Wiggins,Andrew",Andrew Wiggins,http://www.basketball-reference.com/players/w/wiggian01.html
bastoma01,"Baston,Maceo",Maceo Baston,http://www.basketball-reference.com/players/b/bastoma01.html
mccolcj01,"McCollum,C.J.",C.J. McCollum,http://www.basketball-reference.com/players/m/mccolcj01.html
sloando01,"Sloan,Donald",Donald Sloan,http://www.basketball-reference.com/players/s/sloando01.html
doleami01,"Doleac,Michael",Michael Doleac,http://www.basketball-reference.com/players/d/doleami01.html
ennisja01,"Ennis,James",James Ennis,http://www.basketball-reference.com/players/e/ennisja01.html
hummero01,"Hummel,Robbie",Robbie Hummel,http://www.basketball-reference.com/players/h/hummero01.html
jacksma02,"Jackson,Marc",Marc Jackson,http://www.basketball-reference.com/players/j/jacksma02.html
jamesbe01,"James,Bernard",Bernard James,http://www.basketball-reference.com/players/j/jamesbe01.html
outlabo01,"Outlaw,Bo",Bo Outlaw,http://www.basketball-reference.com/players/o/outlabo01.html
padgesc01,"Padgett,Scott",Scott Padgett,http://www.basketball-reference.com/players/p/padgesc01.html
bazemke01,"Bazemore,Kent",Kent Bazemore,http://www.basketball-reference.com/players/b/bazemke01.html
erdense01,"Erden,Semih",Semih Erden,http://www.basketball-reference.com/players/e/erdense01.html
khryavi01,"Khryapa,Viktor",Viktor Khryapa,http://www.basketball-reference.com/players/k/khryavi01.html
schrode01,"Schroder,Dennis",Dennis Schroder,http://www.basketball-reference.com/players/s/schrode01.html
thomala01,"Thomas,Lance",Lance Thomas,http://www.basketball-reference.com/players/t/thomala01.html
davisda01,"Davis,Dale",Dale Davis,http://www.basketball-reference.com/players/d/davisda01.html
diawaya01,"Diawara,Yakhouba",Yakhouba Diawara,http://www.basketball-reference.com/players/d/diawaya01.html
forbega01,"Forbes,Gary",Gary Forbes,http://www.basketball-reference.com/players/f/forbega01.html
grahast01,"Graham,Stephen",Stephen Graham,http://www.basketball-reference.com/players/g/grahast01.html
hamilju01,"Hamilton,Justin",Justin Hamilton,http://www.basketball-reference.com/players/h/hamilju01.html
harrida01,"Harrison,David",David Harrison,http://www.basketball-reference.com/players/h/harrida01.html
hartja01,"Hart,Jason",Jason Hart,http://www.basketball-reference.com/players/h/hartja01.html
hunteli01,"Hunter,Lindsey",Lindsey Hunter,http://www.basketball-reference.com/players/h/hunteli01.html
jonespe01,"Jones,Perry",Perry Jones,http://www.basketball-reference.com/players/j/jonespe01.html
jordaje01,"Jordan,Jerome",Jerome Jordan,http://www.basketball-reference.com/players/j/jordaje01.html
