Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,54,54,1708,8.2,17.0,.486,0.0,0.1,.500,8.2,16.9,.486,5.2,6.8,.765,6.2,8.2,14.4,1.9,0.4,3.4,3.3,6.2,21.7,,109,103
4 seasons,,IND,NBA,,54,54,1708,8.2,17.0,.486,0.0,0.1,.500,8.2,16.9,.486,5.2,6.8,.765,6.2,8.2,14.4,1.9,0.4,3.4,3.3,6.2,21.7,,109,103
