Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,717,31,12405,8.8,21.6,.409,3.5,8.9,.390,5.4,12.7,.423,1.6,1.9,.851,0.7,4.5,5.2,4.7,2.0,0.2,2.4,3.9,22.8,,102,105
4 seasons,,MIA,NBA,,225,11,3783,8.8,22.1,.399,2.5,7.3,.349,6.3,14.8,.424,1.9,2.3,.844,0.7,4.3,5.0,4.7,1.9,0.1,2.7,4.3,22.1,,96,104
3 seasons,,BOS,NBA,,209,2,3805,8.3,19.6,.421,4.6,11.2,.412,3.7,8.4,.433,1.5,1.8,.860,0.5,4.9,5.5,4.1,2.1,0.3,2.2,4.0,22.7,,109,103
1 season,,PHO,NBA,,81,0,1421,11.3,26.8,.422,4.3,11.1,.389,6.9,15.6,.445,1.2,1.4,.805,0.5,4.1,4.7,5.2,1.5,0.4,2.7,3.4,28.1,,100,108
1 season,,LAC,NBA,,60,10,1188,7.2,19.9,.359,2.3,6.0,.375,4.9,13.9,.351,1.6,2.0,.800,1.2,4.9,6.1,6.6,2.9,0.2,2.8,4.1,18.2,,96,108
1 season,,NJN,NBA,,56,1,946,10.0,23.4,.428,4.2,9.7,.429,5.8,13.7,.427,1.8,2.0,.917,0.8,4.3,5.1,3.7,1.5,0.2,1.5,3.8,26.0,,107,108
1 season,,SAC,NBA,,50,2,550,9.2,20.1,.458,2.6,5.8,.452,6.6,14.3,.461,1.2,1.3,.929,1.3,4.4,5.7,6.3,1.7,0.3,2.1,3.7,22.2,,112,110
1 season,,NYK,NBA,,18,0,371,6.1,18.3,.331,2.1,8.3,.250,4.0,10.1,.397,1.7,1.7,1.000,0.8,4.7,5.5,5.1,1.7,0.0,2.8,2.8,15.8,,87,113
1 season,,CHA,NBA,,13,5,300,10.6,23.4,.452,2.1,5.0,.414,8.5,18.4,.462,1.7,2.3,.769,0.3,2.9,3.3,4.2,4.2,0.5,2.3,4.0,25.0,,102,106
1 season,,MIL,NBA,,5,0,41,7.7,21.9,.353,5.2,7.7,.667,2.6,14.2,.182,0.0,0.0,,0.0,3.9,3.9,6.4,2.6,0.0,0.0,3.9,20.6,,113,110
