Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,717,12405,.409,19.6,.587,.075,.032,.084,.396,.413,.423,.489,.378,.378,.424,.390,.630,.000,0,.887,.299,.452,17,0
4 seasons,,MIA,NBA,,225,3783,.399,18.6,.670,.074,.046,.127,.423,.330,.424,.526,.465,.369,.418,.349,.612,.000,0,.853,.325,.418,8,0
3 seasons,,BOS,NBA,,209,3805,.421,21.4,.430,.050,.016,.049,.316,.570,.433,.514,.261,.362,.439,.412,.650,.000,0,.916,.298,.475,2,0
1 season,,PHO,NBA,,81,1421,.422,20.0,.584,.075,.026,.037,.445,.416,.445,.491,.200,.393,.456,.389,.609,.000,0,.886,.237,.373,2,0
1 season,,LAC,NBA,,60,1188,.359,17.3,.697,.140,.051,.127,.379,.303,.351,.381,.348,.333,.347,.375,.591,.002,0,.765,.191,.423,3,0
1 season,,NJN,NBA,,56,946,.428,19.6,.584,.071,.014,.095,.404,.416,.427,.533,.500,.425,.406,.429,.857,.000,0,.973,.417,.466,1,0
1 season,,SAC,NBA,,50,550,.458,18.7,.710,.089,.028,.084,.509,.290,.461,.526,.333,.389,.468,.452,.529,.000,0,.929,.403,.640,1,0
1 season,,NYK,NBA,,18,371,.331,19.5,.549,.120,.008,.038,.383,.451,.397,.500,.000,.000,.412,.250,.414,.000,0,.667,.150,.333,0,0
1 season,,CHA,NBA,,13,300,.452,17.0,.785,.081,.104,.126,.474,.215,.462,.364,.429,.647,.438,.414,.633,.000,0,.750,.345,.600,0,0
1 season,,MIL,NBA,,5,41,.353,21.2,.647,.000,.000,.000,.647,.353,.182,,,,.182,.667,.500,.000,0,1.000,.500,.667,0,0
