Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,717,12405,13.2,.508,.413,.089,1.6,9.8,5.8,15.4,2.0,0.4,9.7,21.8,,6.2,13.8,20.0,.077,,-0.1,-1.5,-1.5,1.6
4 seasons,,MIA,NBA,,225,3783,11.8,.479,.330,.104,1.5,9.1,5.3,16.0,1.9,0.2,10.6,22.5,,-0.2,4.4,4.2,.053,,-1.1,-1.5,-2.6,-0.6
3 seasons,,BOS,NBA,,209,3805,13.7,.556,.570,.091,1.2,10.8,6.2,12.6,2.1,0.5,9.7,20.0,,4.0,6.2,10.2,.129,,1.1,-0.4,0.7,2.6
1 season,,PHO,NBA,,81,1421,15.2,.512,.416,.054,1.2,8.9,5.2,16.4,1.5,0.6,8.9,26.9,,0.5,1.1,1.6,.054,,0.3,-2.7,-2.4,-0.1
1 season,,LAC,NBA,,60,1188,12.0,.436,.303,.100,2.7,10.6,6.6,21.6,2.9,0.2,11.8,19.8,,0.2,0.5,0.7,.027,,-0.4,-1.7,-2.1,0.0
1 season,,NJN,NBA,,56,946,15.0,.536,.416,.086,1.8,9.7,5.7,13.1,1.5,0.3,5.8,22.8,,1.1,0.8,1.9,.094,,0.7,-2.8,-2.1,0.0
1 season,,SAC,NBA,,50,550,15.7,.538,.290,.065,2.8,9.5,6.2,19.4,1.7,0.4,9.1,19.6,,0.9,0.3,1.2,.105,,0.6,-2.7,-2.1,0.0
1 season,,NYK,NBA,,18,371,7.3,.416,.451,.090,1.8,10.6,6.1,14.9,1.7,0.0,12.6,19.3,,-0.5,0.1,-0.4,-0.047,,-3.8,-2.3,-6.1,-0.4
1 season,,CHA,NBA,,13,300,16.3,.512,.215,.096,0.7,6.8,3.6,14.8,4.2,0.8,8.5,22.7,,0.2,0.3,0.5,.081,,0.5,-0.3,0.2,0.2
1 season,,MIL,NBA,,5,41,14.3,.471,.353,.000,0.0,8.7,4.3,20.2,2.6,0.0,0.0,18.9,,0.1,0.0,0.1,.104,,0.9,-2.8,-1.9,0.0
