Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,717,31,12405,2078,5077,.409,817,2096,.390,1261,2981,.423,.490,383,450,.851,164,1059,1223,1112,470,58,569,927,5356
4 seasons,,MIA,NBA,,225,11,3783,613,1536,.399,177,507,.349,436,1029,.424,.457,135,160,.844,48,297,345,324,132,9,190,297,1538
3 seasons,,BOS,NBA,,209,2,3805,595,1413,.421,332,805,.412,263,608,.433,.539,111,129,.860,37,356,393,292,148,24,158,288,1633
1 season,,PHO,NBA,,81,0,1421,320,759,.422,123,316,.389,197,443,.445,.503,33,41,.805,15,117,132,148,42,12,76,96,796
1 season,,LAC,NBA,,60,10,1188,161,449,.359,51,136,.375,110,313,.351,.415,36,45,.800,28,110,138,148,65,4,63,92,409
1 season,,NJN,NBA,,56,1,946,180,421,.428,75,175,.429,105,246,.427,.517,33,36,.917,14,78,92,67,27,3,27,69,468
1 season,,SAC,NBA,,50,2,550,98,214,.458,28,62,.452,70,152,.461,.523,13,14,.929,14,47,61,67,18,3,22,39,237
1 season,,NYK,NBA,,18,0,371,44,133,.331,15,60,.250,29,73,.397,.387,12,12,1.000,6,34,40,37,12,0,20,20,115
1 season,,CHA,NBA,,13,5,300,61,135,.452,12,29,.414,49,106,.462,.496,10,13,.769,2,17,19,24,24,3,13,23,144
1 season,,MIL,NBA,,5,0,41,6,17,.353,4,6,.667,2,11,.182,.471,0,0,,0,3,3,5,2,0,0,3,16
