Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,717,12405,67%,33%,,,,+0.3,-3.2,343,130,96,358,0,35,0,2442,90,22,150
4 seasons,,MIA,NBA,,225,3783,63%,37%,,,,-1.2,-2.2,108,44,38,128,0,15,0,712,42,7,58
3 seasons,,BOS,NBA,,209,3805,83%,17%,,,,+6.6,-3.2,101,34,23,126,0,9,0,648,19,6,24
1 season,,PHO,NBA,,81,1421,99%,1%,,,,+2.8,-5.0,41,20,15,42,0,8,0,328,12,1,24
1 season,,LAC,NBA,,60,1188,39%,61%,,,,-9.3,-5.9,44,14,5,45,0,4,0,311,13,3,15
1 season,,NJN,NBA,,56,946,13%,87%,,,,-5.0,-5.8,15,4,8,37,0,2,0,149,11,3,11
1 season,,SAC,NBA,,50,550,100%,,,,,+2.4,-0.1,14,4,4,18,0,3,0,146,5,1,10
1 season,,NYK,NBA,,18,371,38%,62%,,,,-7.0,-3.5,13,6,1,9,0,1,0,86,2,0,4
1 season,,CHA,NBA,,13,300,46%,54%,,,,-11.5,-5.6,7,4,2,12,0,1,0,52,4,1,4
1 season,,MIL,NBA,,5,41,3%,97%,,,,-9.4,-6.2,0,0,0,0,0,0,0,10,0,0,0
