Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,22,MIL,NBA,SF,59,716,,4%,60%,35%,1%,-3.3,-2.5,25,13,14,60,,7,,90,38,6,20
2009-10,23,CHI,NBA,SF,8,29,,,86%,14%,,-18.9,-17.5,0,0,0,5,,0,,4,0,0,0
