Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,57,40,25.7,3.4,8.8,.388,1.1,2.8,.391,2.3,6.0,.387,.451,1.6,2.0,.795,1.3,3.8,5.1,1.1,0.6,0.3,1.4,2.6,9.5
2 seasons,,NJN,NBA,,23,23,31.3,4.8,11.7,.407,1.6,3.7,.430,3.2,8.0,.397,.476,2.0,2.8,.734,1.5,4.7,6.2,1.8,0.8,0.4,1.6,2.7,13.2
2 seasons,,DAL,NBA,,17,3,12.1,1.6,4.4,.365,0.5,1.9,.250,1.1,2.5,.452,.419,0.6,0.7,.917,0.6,1.6,2.2,0.2,0.1,0.2,0.4,1.8,4.3
1 season,,PHI,NBA,,12,12,33.5,3.5,9.2,.382,1.2,2.7,.438,2.3,6.5,.359,.445,2.3,2.5,.900,2.0,5.5,7.5,0.8,0.8,0.2,2.2,3.4,10.4
1 season,,MIL,NBA,,5,2,27.4,3.2,9.6,.333,0.8,2.2,.364,2.4,7.4,.324,.375,0.8,1.2,.667,1.0,3.6,4.6,1.4,1.4,0.6,2.0,3.0,8.0
